id,season,week,season_type,start_date,neutral_site,conference_game,attendance,venue_id,Description,team_id,team_name,team_conference,team_points,team_won,team_line_score_q1,team_line_score_q2,team_line_score_q3,team_line_score_q4,team_spread,team_wins,team_loses,games_played,season_point_total,team_line_score_q1_total,team_line_score_q2_total,team_line_score_q3_total,team_line_score_q4_total,team_previous_wins,team_previous_loses,opp_team_id,opp_team_name,opp_team_conference,opp_team_points,opp_team_won,opp_team_line_score_q1,opp_team_line_score_q2,opp_team_line_score_q3,opp_team_line_score_q4,opp_team_spread,opp_team_wins,opp_team_loses,opp_games_played,opp_season_point_total,opp_team_line_score_q1_total,opp_team_line_score_q2_total,opp_team_line_score_q3_total,opp_team_line_score_q4_total,opp_team_previous_wins,opp_team_previous_loses,team_points_allowed,team_opp_wins,team_opp_loses,opp_team_points_allowed,opp_team_opp_wins,opp_team_opp_loses
401114312,2019,12,regular,,False,True,19875,3803,home_records,5,UAB,Conference USA,37,True,17,6,7,7,27,6,3,9,218,74,91,52,20,9,3,2638,UTEP,Conference USA,10,False,7,7,0,3,-27,1,8,9,174,44,47,40,42,1,10,177,13,26,320,22,20
401114315,2019,13,regular,,False,True,18346,3803,home_records,5,UAB,Conference USA,20,True,3,10,7,0,6,7,3,10,255,91,97,59,27,9,3,2348,Louisiana Tech,Conference USA,14,False,7,7,0,7,-6,8,2,10,353,77,105,62,96,7,4,187,14,34,237,18,28
401114325,2019,14,regular,,False,True,16406,3825,away_records,5,UAB,Conference USA,26,True,14,14,9,0,5,8,3,11,275,94,107,66,27,9,3,249,North Texas,Conference USA,21,False,7,7,7,0,-5,4,7,11,346,89,108,80,82,8,3,201,22,36,364,21,32
401132980,2019,15,regular,,False,True,14387,3715,away_records,5,UAB,Conference USA,6,False,3,3,0,0,-43,9,3,12,301,108,121,75,27,9,3,2226,Florida Atlantic,Conference USA,49,True,14,21,7,7,43,9,3,12,409,115,114,99,107,5,6,222,26,43,284,31,33
401112238,2019,1,regular,,False,False,89502,3834,away_records,6,South Alabama,Sun Belt,21,False,0,0,14,0,-14,0,0,0,0,0,0,0,0,2,9,158,Nebraska,Big Ten,35,True,7,7,14,7,14,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0
401121938,2019,2,regular,,False,False,14511,3797,home_records,6,South Alabama,Sun Belt,37,True,13,6,8,10,23,0,1,1,21,0,0,14,0,2,9,2296,Jackson State,,14,False,0,0,0,7,-23,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
401117865,2019,3,regular,,False,False,12373,3797,home_records,6,South Alabama,Sun Belt,6,False,0,0,0,6,-36,1,1,2,58,13,6,22,10,2,9,235,Memphis,American Athletic,42,True,16,16,7,12,36,2,0,2,70,24,16,21,9,8,4,49,0,0,34,0,0
401114265,2019,4,regular,,False,False,27932,3803,away_records,6,South Alabama,Sun Belt,3,False,0,0,0,0,-32,1,2,3,64,13,6,22,16,2,9,5,UAB,Conference USA,35,True,14,14,7,0,32,2,0,2,55,24,20,14,0,9,3,91,2,0,39,0,1
401121946,2019,5,regular,,False,True,16222,3817,away_records,6,South Alabama,Sun Belt,17,False,0,0,3,7,-13,1,3,4,67,13,6,22,16,2,9,2433,Louisiana Monroe,Sun Belt,30,True,7,10,0,13,13,1,2,3,95,27,30,28,24,6,5,126,4,0,126,1,2
401121948,2019,6,regular,,False,True,20013,3797,home_records,6,South Alabama,Sun Belt,17,False,0,7,7,3,-3,1,4,5,84,13,6,25,23,2,9,290,Georgia Southern,Sun Belt,20,True,10,10,0,7,3,1,3,4,85,16,33,14,25,8,3,156,5,2,145,5,1
401121953,2019,8,regular,,False,True,23182,3975,away_records,6,South Alabama,Sun Belt,13,False,7,7,3,0,-24,1,5,6,101,13,13,32,26,2,9,2653,Troy,Sun Belt,37,True,3,13,7,14,24,2,3,5,173,48,45,46,34,9,2,176,6,5,160,6,7
401121957,2019,9,regular,,False,True,17969,3797,home_records,6,South Alabama,Sun Belt,3,False,0,0,0,3,-27,1,6,7,114,20,20,35,26,2,9,2026,Appalachian State,Sun Belt,30,True,6,6,10,7,27,6,0,6,257,70,66,52,63,9,2,213,8,8,130,13,6
401121967,2019,11,regular,,False,True,15473,3644,away_records,6,South Alabama,Sun Belt,28,False,7,7,7,7,-2,1,7,8,117,20,20,35,29,2,9,326,Texas State,Sun Belt,30,True,3,10,14,3,2,2,6,8,130,37,38,31,28,3,8,243,14,8,241,15,11
401121971,2019,12,regular,,False,True,16748,3797,home_records,6,South Alabama,Sun Belt,27,False,7,7,7,6,-10,1,8,9,145,27,27,42,36,2,9,309,Louisiana,Sun Belt,37,True,14,14,6,14,10,7,2,9,345,82,106,84,78,7,5,273,16,14,154,15,17
401121976,2019,13,regular,,False,True,12501,4246,away_records,6,South Alabama,Sun Belt,15,False,0,0,0,12,-13,1,9,10,172,34,34,49,42,2,9,2247,Georgia State,Sun Belt,28,True,0,14,7,7,13,6,4,10,351,90,111,69,82,2,9,310,23,16,380,24,20
401121979,2019,14,regular,,False,True,16319,3797,home_records,6,South Alabama,Sun Belt,34,True,14,0,6,14,4,1,10,11,187,34,34,49,54,2,9,2032,Arkansas State,Sun Belt,30,False,0,0,10,13,-4,7,4,11,374,128,125,89,70,7,4,338,29,20,384,27,22
401110721,2019,1,regular,,False,False,61055,3887,home_records,8,Arkansas,SEC,20,True,10,0,7,3,7,0,0,0,0,0,0,0,0,2,9,2502,Portland State,,13,False,3,3,0,7,-7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
401110779,2019,2,regular,,False,True,47915,3974,away_records,8,Arkansas,SEC,17,False,3,3,0,14,-14,1,0,1,20,10,0,7,3,2,9,145,Ole Miss,SEC,31,True,7,3,7,14,14,0,1,1,10,0,0,3,7,5,6,13,0,0,15,0,0
401110786,2019,3,regular,,False,False,55583,3887,home_records,8,Arkansas,SEC,55,True,24,3,7,21,21,1,1,2,37,13,3,7,17,2,9,36,Colorado State,Mountain West,34,False,10,10,10,0,-21,1,1,2,69,28,28,10,10,3,8,44,0,1,65,0,0
401110798,2019,4,regular,,False,False,56058,3887,home_records,8,Arkansas,SEC,24,False,7,0,3,14,-7,2,1,3,92,37,6,14,38,2,9,23,San José State,Mountain West,31,True,17,17,0,7,7,1,1,2,51,17,14,7,13,1,10,78,1,2,52,0,1
401110807,2019,5,regular,,True,True,51441,3687,home_records,8,Arkansas,SEC,27,False,0,17,7,3,-4,2,2,4,116,44,6,17,52,2,9,245,Texas A&M,SEC,31,True,14,14,0,10,4,2,2,4,133,30,34,24,48,7,4,109,2,3,62,4,0
401110818,2019,7,regular,,False,True,57060,3683,away_records,8,Arkansas,SEC,20,False,6,6,0,7,-4,2,3,5,143,44,23,24,55,2,9,96,Kentucky,SEC,24,True,0,7,10,7,4,2,3,5,117,14,31,31,38,8,3,140,4,5,122,6,4
401110825,2019,8,regular,,False,True,54619,3887,home_records,8,Arkansas,SEC,10,False,0,0,10,0,-41,2,4,6,163,50,29,24,62,2,9,2,Auburn,SEC,51,True,0,0,14,20,41,5,1,6,203,45,55,42,48,7,4,164,6,8,110,12,3
401110831,2019,9,regular,,False,True,100233,3657,away_records,8,Arkansas,SEC,7,False,0,0,0,7,-41,2,5,7,173,50,29,34,62,2,9,333,Alabama,SEC,48,True,17,24,7,0,41,7,0,7,341,76,103,100,54,12,0,215,11,9,115,10,11
401110836,2019,10,regular,,False,True,52256,3887,home_records,8,Arkansas,SEC,24,False,0,10,7,7,-30,2,6,8,180,50,29,34,69,2,9,344,Mississippi State,SEC,54,True,24,24,7,9,30,3,5,8,204,44,79,35,63,7,4,263,18,9,248,20,8
401110843,2019,11,regular,,False,False,42985,3887,home_records,8,Arkansas,SEC,19,False,7,0,0,12,-26,2,7,9,204,50,39,41,76,2,9,98,Western Kentucky,Conference USA,45,True,21,21,3,7,26,5,4,9,203,69,58,49,44,2,9,317,21,14,186,19,17
401110859,2019,13,regular,,False,True,101173,3958,away_records,8,Arkansas,SEC,20,False,3,3,0,14,-36,2,8,10,223,57,39,41,88,2,9,99,LSU,SEC,56,True,7,21,21,7,36,10,0,10,478,124,166,122,94,9,2,362,26,18,238,31,13
401110864,2019,14,regular,,False,True,33961,3983,home_records,8,Arkansas,SEC,14,False,7,0,7,0,-10,2,9,11,243,60,42,41,102,2,9,142,Missouri,SEC,24,True,10,10,7,7,10,5,6,11,280,81,91,71,33,7,4,418,36,18,219,31,24
401114153,2019,1,regular,,False,False,47413,3947,home_records,9,Arizona State,Pac-12,30,True,10,0,17,3,23,0,0,0,0,0,0,0,0,6,5,2309,Kent State,Mid-American,7,False,0,0,0,7,-23,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0
401114154,2019,2,regular,,False,False,42286,3947,home_records,9,Arizona State,Pac-12,19,True,0,3,6,10,12,1,0,1,30,10,0,17,3,6,5,16,Sacramento State,,7,False,0,0,0,7,-12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
401112214,2019,3,regular,,False,False,73531,3936,away_records,9,Arizona State,Pac-12,10,True,3,3,0,7,3,2,0,2,49,10,3,23,13,6,5,127,Michigan State,Big Ten,7,False,0,0,0,7,-3,2,0,2,79,28,28,9,14,6,5,14,0,0,24,1,0
401114155,2019,4,regular,,False,True,45786,3947,home_records,9,Arizona State,Pac-12,31,False,0,21,3,7,-3,3,0,3,59,13,6,23,20,6,5,38,Colorado,Pac-12,34,True,10,10,7,3,3,2,1,3,109,17,17,21,51,5,6,21,2,0,92,2,0
401114156,2019,5,regular,,False,True,47532,3831,away_records,9,Arizona State,Pac-12,24,True,0,0,7,10,7,3,1,4,90,13,27,26,27,6,5,25,California,Pac-12,17,False,7,0,7,3,-7,4,0,4,98,30,23,38,10,7,4,55,4,1,69,4,2
401114157,2019,7,regular,,False,True,48536,3947,home_records,9,Arizona State,Pac-12,38,True,0,17,7,14,4,4,1,5,114,13,27,33,37,6,5,265,Washington State,Pac-12,34,False,7,7,14,3,-4,3,2,5,224,48,72,62,48,10,1,72,8,1,153,4,6
401114158,2019,8,regular,,False,True,46402,587,away_records,9,Arizona State,Pac-12,3,False,0,0,3,0,-18,5,1,6,152,13,44,40,51,6,5,254,Utah,Pac-12,21,True,0,14,0,7,18,5,1,6,209,47,65,52,37,9,3,106,11,3,79,8,5
401114159,2019,9,regular,,False,True,39811,1056,away_records,9,Arizona State,Pac-12,32,False,0,0,3,22,-10,5,2,7,155,13,44,43,51,6,5,26,UCLA,Pac-12,42,True,14,14,14,0,10,2,5,7,191,28,38,72,43,3,8,127,16,4,242,12,7
401114160,2019,11,regular,,False,True,54191,3947,home_records,9,Arizona State,Pac-12,26,False,7,6,7,6,-5,5,3,8,187,13,44,46,73,6,5,30,USC,Pac-12,31,True,0,0,3,0,5,5,4,9,274,75,62,62,82,5,6,169,18,9,255,26,10
401114161,2019,12,regular,,False,True,30980,3893,away_records,9,Arizona State,Pac-12,34,False,7,7,7,6,-1,5,4,9,213,20,50,53,79,6,5,204,Oregon State,Pac-12,35,True,14,14,7,0,1,4,5,9,276,86,78,49,69,2,9,200,23,13,278,20,18
401114162,2019,13,regular,,False,True,51875,3947,home_records,9,Arizona State,Pac-12,31,True,7,3,3,18,3,5,5,10,247,27,57,60,85,6,5,2483,Oregon,Pac-12,28,False,0,0,0,21,-3,9,1,10,378,93,109,108,82,7,4,235,27,18,148,27,18
401114163,2019,14,regular,,False,True,54074,3947,home_records,9,Arizona State,Pac-12,24,True,0,6,15,3,10,6,5,11,278,34,60,63,103,6,5,12,Arizona,Pac-12,14,False,7,7,0,7,-10,4,7,11,309,75,127,61,77,5,6,263,36,19,405,36,19
401114164,2019,1,regular,,False,False,22396,3610,away_records,12,Arizona,Pac-12,38,False,21,21,14,3,-7,0,0,0,0,0,0,0,0,5,6,62,"Hawai'i",Mountain West,45,True,14,14,7,10,7,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0
401114165,2019,2,regular,,False,False,40741,3619,home_records,12,Arizona,Pac-12,65,True,21,30,7,7,24,0,1,1,38,21,21,14,3,5,6,2464,Northern Arizona,,41,False,6,6,14,14,-24,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
401112141,2019,3,regular,,False,False,37307,3619,home_records,12,Arizona,Pac-12,28,True,0,13,0,15,14,1,1,2,103,42,51,21,10,5,6,2641,Texas Tech,Big 12,14,False,0,0,7,0,-14,2,0,2,83,21,28,13,21,5,6,86,0,0,13,1,0
401114166,2019,5,regular,,False,True,38283,3619,home_records,12,Arizona,Pac-12,20,True,0,6,7,7,3,2,1,3,131,42,64,21,25,5,6,26,UCLA,Pac-12,17,False,0,0,10,0,-3,1,3,4,109,21,21,42,29,3,8,100,2,0,158,6,0
401114167,2019,6,regular,,False,True,52569,3726,away_records,12,Arizona,Pac-12,35,True,7,7,14,7,5,3,1,4,151,42,70,28,32,5,6,38,Colorado,Pac-12,30,False,3,17,7,3,-5,3,1,4,143,27,27,28,54,5,6,117,3,3,123,5,0
401114168,2019,7,regular,,False,True,47933,3619,home_records,12,Arizona,Pac-12,27,False,0,17,0,10,-24,4,1,5,186,49,77,42,39,5,6,264,Washington,Pac-12,51,True,7,7,14,24,24,4,2,6,204,62,43,52,25,9,3,147,6,4,110,10,5
401114169,2019,8,regular,,False,True,53826,477,away_records,12,Arizona,Pac-12,14,False,0,0,0,14,-27,4,2,6,213,49,94,42,49,5,6,30,USC,Pac-12,41,True,10,7,10,14,27,3,3,6,174,48,41,45,47,5,6,198,10,6,154,12,3
401114170,2019,9,regular,,False,True,31711,3940,away_records,12,Arizona,Pac-12,31,False,14,14,7,0,-10,4,3,7,227,49,94,42,63,5,6,24,Stanford,Pac-12,41,True,7,24,7,3,10,3,4,7,140,36,40,17,46,7,4,239,13,9,193,11,9
401114171,2019,10,regular,,False,True,36939,3619,home_records,12,Arizona,Pac-12,38,False,6,13,12,7,-18,4,4,8,258,63,108,49,63,5,6,204,Oregon State,Pac-12,56,True,28,28,7,14,18,3,4,7,213,58,50,35,55,2,9,280,16,13,221,11,10
401114172,2019,12,regular,,False,True,54219,3626,away_records,12,Arizona,Pac-12,6,False,6,6,0,0,-28,4,5,9,296,69,121,61,70,5,6,2483,Oregon,Pac-12,34,True,14,7,7,6,28,8,1,9,344,79,102,101,76,7,4,336,19,17,142,23,13
401114173,2019,13,regular,,False,True,35991,3619,home_records,12,Arizona,Pac-12,7,False,0,0,0,7,-28,4,6,10,302,75,127,61,70,5,6,254,Utah,Pac-12,35,True,0,0,14,7,28,9,1,10,347,74,134,72,72,9,3,370,27,18,113,26,17
401114163,2019,14,regular,,False,True,54074,3947,away_records,12,Arizona,Pac-12,14,False,7,7,0,7,-10,4,7,11,309,75,127,61,77,5,6,9,Arizona State,Pac-12,24,True,0,6,15,3,10,6,5,11,278,34,60,63,103,6,5,405,36,19,263,36,19
401114201,2019,3,regular,,False,False,33585,3893,away_records,13,Cal Poly,,7,False,0,0,0,0,-38,0,0,0,0,0,0,0,0,0,0,204,Oregon State,Pac-12,45,True,21,17,7,0,38,0,2,2,64,24,20,7,13,2,9,0,0,0,83,1,0
401114154,2019,2,regular,,False,False,42286,3947,away_records,16,Sacramento State,,7,False,0,0,0,7,-12,0,0,0,0,0,0,0,0,0,0,9,Arizona State,Pac-12,19,True,0,3,6,10,12,1,0,1,30,10,0,17,3,6,5,0,0,0,7,0,0
401117510,2019,4,regular,,False,False,31034,3660,away_records,16,Sacramento State,,20,False,6,6,0,8,-14,0,1,1,7,0,0,0,7,0,0,278,Fresno State,Mountain West,34,True,7,7,0,20,14,0,2,2,58,7,17,14,17,10,2,19,1,0,69,1,0
401117496,2019,1,regular,,False,False,40222,3932,home_records,21,San Diego State,Mountain West,6,True,0,3,0,3,6,0,0,0,0,0,0,0,0,7,4,2692,Weber State,,0,False,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401114214,2019,2,regular,,False,False,36951,1056,away_records,21,San Diego State,Mountain West,23,True,0,0,10,3,9,1,0,1,6,0,3,0,3,7,4,26,UCLA,Pac-12,14,False,7,0,7,0,-9,0,1,1,14,7,7,7,0,3,8,0,0,0,24,0,0
401114339,2019,3,regular,,False,False,10123,3601,away_records,21,San Diego State,Mountain West,31,True,10,10,7,7,21,2,0,2,29,0,3,10,6,7,4,166,New Mexico State,FBS Independents,10,False,0,0,10,0,-21,0,2,2,17,0,0,7,3,3,8,14,0,1,120,1,0
401117508,2019,4,regular,,False,True,27367,3932,home_records,21,San Diego State,Mountain West,17,False,3,0,0,14,-6,3,0,3,60,10,13,17,13,7,4,328,Utah State,Mountain West,23,True,13,13,3,0,6,1,1,2,97,31,31,21,21,10,1,24,0,3,45,0,0
401117518,2019,6,regular,,False,True,29767,5388,away_records,21,San Diego State,Mountain West,24,True,7,7,7,7,14,3,1,4,77,13,13,17,27,7,4,36,Colorado State,Mountain West,10,False,3,0,0,7,-14,1,4,5,162,59,58,37,18,3,8,47,1,4,195,4,3
401117523,2019,7,regular,,False,True,28758,3932,home_records,21,San Diego State,Mountain West,26,True,3,3,13,7,4,4,1,5,101,20,20,24,34,7,4,2751,Wyoming,Mountain West,22,False,14,14,0,8,-4,4,1,5,155,17,77,17,47,5,6,57,2,8,102,2,6
401117529,2019,8,regular,,False,True,18285,3935,away_records,21,San Diego State,Mountain West,27,True,6,6,14,0,10,5,1,6,127,23,23,37,41,7,4,23,San José State,Mountain West,17,False,7,0,3,7,-10,3,3,6,176,50,61,21,54,1,10,79,6,9,179,9,7
401117534,2019,9,regular,,False,True,19652,3914,away_records,21,San Diego State,Mountain West,20,True,3,3,3,0,3,6,1,7,154,29,29,51,41,7,4,2439,UNLV,Mountain West,17,False,0,7,3,7,-3,2,5,7,178,45,69,38,37,3,8,96,9,12,253,10,10
401117542,2019,11,regular,,False,True,27973,3932,home_records,21,San Diego State,Mountain West,13,False,0,3,7,3,-4,7,1,8,174,32,32,54,41,7,4,2440,Nevada,Mountain West,17,True,0,0,7,7,4,5,4,9,174,41,64,27,57,7,4,113,11,17,311,17,16
401117547,2019,12,regular,,False,True,26876,3932,home_records,21,San Diego State,Mountain West,17,True,7,3,0,7,10,7,2,9,187,32,35,61,44,7,4,278,Fresno State,Mountain West,7,False,0,0,0,0,-10,4,5,9,309,69,93,72,78,10,2,130,16,21,292,17,23
401117552,2019,13,regular,,False,True,24911,3610,away_records,21,San Diego State,Mountain West,11,False,3,3,0,8,-3,8,2,10,204,39,38,61,51,7,4,62,"Hawai'i",Mountain West,14,True,7,0,7,0,3,7,4,11,394,104,156,65,93,7,5,137,20,26,371,25,26
401117218,2019,14,regular,,False,False,0,3932,home_records,21,San Diego State,Mountain West,13,True,0,7,3,3,10,8,3,11,215,42,41,61,59,7,4,252,BYU,FBS Independents,3,False,0,0,0,0,-10,7,4,11,333,110,129,98,36,6,5,151,27,30,280,25,23
401117493,2019,1,regular,,False,False,13480,3935,home_records,23,San José State,Mountain West,35,True,14,7,7,7,17,0,0,0,0,0,0,0,0,1,10,2458,Northern Colorado,,18,False,3,3,9,3,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401117501,2019,2,regular,,False,False,12471,3935,home_records,23,San José State,Mountain West,16,False,3,7,0,6,-18,1,0,1,35,14,7,7,7,1,10,202,Tulsa,American Athletic,34,True,10,10,3,14,18,0,1,1,7,7,7,0,0,2,9,18,0,0,28,0,0
401110798,2019,4,regular,,False,False,56058,3887,away_records,23,San José State,Mountain West,31,True,17,17,0,7,7,1,1,2,51,17,14,7,13,1,10,8,Arkansas,SEC,24,False,7,0,3,14,-7,2,1,3,92,37,6,14,38,2,9,52,0,1,78,1,2
401117512,2019,5,regular,,False,True,24786,3713,away_records,23,San José State,Mountain West,24,False,3,3,0,14,-17,2,1,3,82,34,31,7,20,1,10,2005,Air Force,Mountain West,41,True,7,14,13,7,17,2,1,3,97,31,52,16,9,4,7,76,2,2,60,5,0
401117519,2019,6,regular,,False,True,16119,3935,home_records,23,San José State,Mountain West,32,True,6,20,0,6,11,2,2,4,106,37,34,7,34,1,10,167,New Mexico,Mountain West,21,False,7,7,7,7,-11,2,2,4,118,37,36,27,28,3,8,117,4,3,166,3,5
401117524,2019,7,regular,,False,True,15311,3816,away_records,23,San José State,Mountain West,38,False,7,7,14,14,-3,3,2,5,138,43,54,7,40,1,10,2440,Nevada,Mountain West,41,True,14,10,7,10,3,3,2,5,99,27,40,20,33,7,4,138,6,5,196,4,4
401117529,2019,8,regular,,False,True,18285,3935,home_records,23,San José State,Mountain West,17,False,7,0,3,7,-10,3,3,6,176,50,61,21,54,1,10,21,San Diego State,Mountain West,27,True,6,6,14,0,10,5,1,6,127,23,23,37,41,7,4,179,9,7,79,6,9
401114330,2019,9,regular,,False,False,35346,3841,away_records,23,San José State,Mountain West,34,True,16,16,0,11,5,3,4,7,193,57,61,24,61,1,10,349,Army,FBS Independents,29,False,7,3,7,12,-5,3,4,7,180,28,45,28,62,9,2,206,14,8,152,12,7
401117535,2019,10,regular,,False,True,19184,3935,home_records,23,San José State,Mountain West,42,False,14,10,10,8,-10,4,4,8,227,73,77,24,72,1,10,68,Boise State,Mountain West,52,True,10,10,14,21,10,6,1,7,247,54,74,59,66,10,2,235,17,12,145,10,9
