_offense,_offense_conference,_defense,_defense_conference,_game_id,_id,_drive_number,_scoring,_start_period,_start_yardline,_start_yards_to_goal,_start_time,_end_period,_end_yardline,_end_yards_to_goal,_end_time,_plays,_yards,_drive_result,_is_home_offense,_start_offense_score,_start_defense_score,_end_offense_score,_end_defense_score,discriminator
Florida State,ACC,Alabama,SEC,400933827,40093382723,22,False,4,94,94,"{'minutes': 10, 'seconds': 48}",4,92,92,"{'minutes': 9, 'seconds': 22}",3,2,PUNT,False,7,21,7,21,
Alabama,SEC,Florida State,ACC,400933827,40093382724,23,True,4,69,31,"{'minutes': 9, 'seconds': 22}",4,85,15,"{'minutes': 6, 'seconds': 25}",6,16,FG,True,21,7,24,7,
Florida State,ACC,Alabama,SEC,400933827,40093382725,24,False,4,75,75,"{'minutes': 6, 'seconds': 25}",4,75,75,"{'minutes': 5, 'seconds': 29}",3,0,PUNT,False,7,24,7,24,
Alabama,SEC,Florida State,ACC,400933827,40093382726,25,False,4,40,60,"{'minutes': 5, 'seconds': 29}",4,57,43,"{'minutes': 1, 'seconds': 36}",5,17,PUNT,True,24,7,24,7,
Florida State,ACC,Alabama,SEC,400933827,40093382727,26,False,4,93,93,"{'minutes': 1, 'seconds': 36}",4,78,78,"{'minutes': 0, 'seconds': 0}",3,15,END OF GAME,False,7,24,7,24,
Arkansas,SEC,Florida A&M,,400933828,4009338281,1,False,1,20,80,"{'minutes': 15, 'seconds': 0}",1,40,60,"{'minutes': 12, 'seconds': 29}",4,20,PUNT,True,0,0,0,0,
Florida A&M,,Arkansas,SEC,400933828,4009338282,2,False,1,74,74,"{'minutes': 12, 'seconds': 29}",1,74,74,"{'minutes': 10, 'seconds': 34}",3,0,PUNT,False,0,0,0,0,
Arkansas,SEC,Florida A&M,,400933828,4009338283,3,False,1,28,72,"{'minutes': 10, 'seconds': 34}",1,55,45,"{'minutes': 8, 'seconds': 29}",6,27,INT,True,0,0,0,0,
Florida A&M,,Arkansas,SEC,400933828,4009338284,4,False,1,71,71,"{'minutes': 8, 'seconds': 29}",1,71,71,"{'minutes': 7, 'seconds': 13}",3,0,PUNT,False,0,0,0,0,
Arkansas,SEC,Florida A&M,,400933828,4009338285,5,True,1,36,64,"{'minutes': 7, 'seconds': 13}",1,100,0,"{'minutes': 1, 'seconds': 15}",11,64,TD,True,0,0,7,0,
Florida A&M,,Arkansas,SEC,400933828,4009338286,6,False,1,90,90,"{'minutes': 1, 'seconds': 15}",1,84,84,"{'seconds': 1, 'minutes': 0}",4,9,DOWNS,False,0,7,0,7,
Arkansas,SEC,Florida A&M,,400933828,4009338287,7,False,1,81,19,"{'seconds': 1, 'minutes': 0}",2,83,17,"{'minutes': 14, 'seconds': 14}",2,-2,PUNT,True,7,0,7,0,
Arkansas,SEC,Florida A&M,,400933828,4009338288,8,False,2,50,50,"{'minutes': 14, 'seconds': 14}",2,57,43,"{'minutes': 12, 'seconds': 51}",3,7,PUNT,True,7,0,7,0,
Florida A&M,,Arkansas,SEC,400933828,4009338289,9,False,2,99,99,"{'minutes': 12, 'seconds': 51}",2,84,84,"{'minutes': 9, 'seconds': 53}",5,15,PUNT,False,0,7,0,7,
Arkansas,SEC,Florida A&M,,400933828,40093382810,10,True,2,52,48,"{'minutes': 9, 'seconds': 53}",2,100,0,"{'minutes': 7, 'seconds': 54}",4,48,TD,True,7,0,14,0,
Florida A&M,,Arkansas,SEC,400933828,40093382811,11,False,2,75,75,"{'minutes': 7, 'seconds': 54}",2,71,71,"{'minutes': 5, 'seconds': 53}",3,4,PUNT,False,0,14,0,14,
Arkansas,SEC,Florida A&M,,400933828,40093382812,12,True,2,37,63,"{'minutes': 5, 'seconds': 53}",2,100,0,"{'minutes': 1, 'seconds': 21}",9,63,TD,True,14,0,21,0,
Florida A&M,,Arkansas,SEC,400933828,40093382813,13,False,2,75,75,"{'minutes': 1, 'seconds': 21}",2,67,67,"{'seconds': 42, 'minutes': 0}",3,8,PUNT,False,0,21,0,21,
Arkansas,SEC,Florida A&M,,400933828,40093382814,14,False,2,32,68,"{'seconds': 42, 'minutes': 0}",2,28,72,"{'minutes': 0, 'seconds': 0}",1,-4,END OF HALF,True,21,0,21,0,
Florida A&M,,Arkansas,SEC,400933828,40093382815,15,True,3,75,75,"{'minutes': 15, 'seconds': 0}",3,85,85,"{'minutes': 13, 'seconds': 57}",3,-7,FUMBLE RETURN TD,False,0,21,0,28,
Florida A&M,,Arkansas,SEC,400933828,40093382816,16,False,3,85,85,"{'minutes': 13, 'seconds': 57}",3,87,87,"{'minutes': 11, 'seconds': 48}",3,-2,PUNT,False,0,28,0,28,
Arkansas,SEC,Florida A&M,,400933828,40093382817,17,True,3,44,56,"{'minutes': 11, 'seconds': 48}",3,100,0,"{'minutes': 8, 'seconds': 46}",7,56,TD,True,28,0,35,0,
Florida A&M,,Arkansas,SEC,400933828,40093382818,18,False,3,75,75,"{'minutes': 8, 'seconds': 46}",3,29,29,"{'minutes': 4, 'seconds': 54}",13,46,DOWNS,False,0,35,0,35,
Arkansas,SEC,Florida A&M,,400933828,40093382819,19,True,3,29,71,"{'minutes': 4, 'seconds': 54}",4,100,0,"{'minutes': 14, 'seconds': 57}",10,71,TD,True,35,0,42,0,
Florida A&M,,Arkansas,SEC,400933828,40093382820,20,True,4,76,76,"{'minutes': 14, 'seconds': 57}",4,0,0,"{'minutes': 8, 'seconds': 23}",15,76,TD,False,0,42,7,42,
Arkansas,SEC,Florida A&M,,400933828,40093382821,21,True,4,25,75,"{'minutes': 8, 'seconds': 23}",4,100,0,"{'minutes': 2, 'seconds': 20}",10,75,TD,True,42,7,49,7,
Florida A&M,,Arkansas,SEC,400933828,40093382822,22,False,4,65,65,"{'minutes': 2, 'seconds': 20}",4,67,67,"{'minutes': 1, 'seconds': 21}",3,-2,PUNT,False,7,49,7,49,
Arkansas,SEC,Florida A&M,,400933828,40093382823,23,False,4,13,87,"{'minutes': 1, 'seconds': 21}",4,11,89,"{'minutes': 0, 'seconds': 0}",2,-2,END OF GAME,True,49,7,49,7,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,4009338291,1,True,1,29,71,"{'minutes': 15, 'seconds': 0}",1,67,33,"{'minutes': 12, 'seconds': 1}",8,38,FG,True,0,0,3,0,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,4009338292,2,False,1,75,75,"{'minutes': 12, 'seconds': 1}",1,79,79,"{'minutes': 10, 'seconds': 1}",3,-4,PUNT,False,0,3,0,3,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,4009338293,3,False,1,36,64,"{'minutes': 10, 'seconds': 1}",1,64,36,"{'minutes': 7, 'seconds': 20}",8,28,MISSED FG,True,3,0,3,0,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,4009338294,4,False,1,64,64,"{'minutes': 7, 'seconds': 20}",1,60,60,"{'minutes': 5, 'seconds': 22}",3,4,PUNT,False,0,3,0,3,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,4009338295,5,True,1,40,60,"{'minutes': 5, 'seconds': 22}",1,100,0,"{'minutes': 5, 'seconds': 11}",1,60,TD,True,10,0,10,0,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,4009338296,6,False,1,75,75,"{'minutes': 5, 'seconds': 11}",1,79,79,"{'minutes': 2, 'seconds': 56}",3,-4,PUNT,False,0,10,0,10,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,4009338297,7,False,1,32,68,"{'minutes': 2, 'seconds': 56}",1,33,67,"{'minutes': 2, 'seconds': 18}",3,1,INT,True,10,0,10,0,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,4009338298,8,False,1,48,48,"{'minutes': 2, 'seconds': 18}",1,45,45,"{'minutes': 1, 'seconds': 0}",3,3,PUNT,False,0,10,0,10,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,4009338299,9,True,1,16,84,"{'minutes': 1, 'seconds': 0}",1,28,72,"{'seconds': 36, 'minutes': 0}",2,6,FUMBLE RETURN TD,True,10,0,10,7,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,40093382910,10,False,1,25,75,"{'seconds': 36, 'minutes': 0}",2,71,29,"{'minutes': 12, 'seconds': 34}",9,46,MISSED FG,True,10,7,10,7,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,40093382911,11,False,2,71,71,"{'minutes': 12, 'seconds': 34}",2,66,66,"{'minutes': 10, 'seconds': 53}",3,5,PUNT,False,7,10,7,10,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,40093382912,12,True,2,42,58,"{'minutes': 10, 'seconds': 53}",2,100,0,"{'minutes': 8, 'seconds': 36}",6,58,TD,True,10,7,17,7,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,40093382913,13,False,2,85,85,"{'minutes': 8, 'seconds': 36}",2,87,87,"{'minutes': 6, 'seconds': 18}",3,-2,PUNT,False,7,17,7,17,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,40093382914,14,True,2,46,54,"{'minutes': 6, 'seconds': 18}",2,100,0,"{'minutes': 4, 'seconds': 52}",4,54,TD,True,17,7,24,7,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,40093382915,15,False,2,75,75,"{'minutes': 4, 'seconds': 52}",2,42,42,"{'minutes': 1, 'seconds': 10}",7,33,PUNT,False,7,24,7,24,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,40093382916,16,False,2,20,80,"{'minutes': 1, 'seconds': 10}",2,20,80,"{'seconds': 29, 'minutes': 0}",3,14,FUMBLE,True,24,7,24,7,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,40093382917,17,False,2,34,34,"{'seconds': 29, 'minutes': 0}",2,27,27,"{'seconds': 2, 'minutes': 0}",4,7,MISSED FG,False,7,24,7,24,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,40093382918,18,False,2,27,73,"{'seconds': 2, 'minutes': 0}",2,24,76,"{'minutes': 0, 'seconds': 0}",1,-3,END OF HALF,True,24,7,24,7,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,40093382919,19,False,3,75,75,"{'minutes': 15, 'seconds': 0}",3,71,71,"{'minutes': 13, 'seconds': 39}",3,4,PUNT,False,7,24,7,24,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,40093382920,20,True,3,39,61,"{'minutes': 13, 'seconds': 39}",3,100,0,"{'minutes': 10, 'seconds': 56}",9,61,TD,True,24,7,31,7,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,40093382921,21,False,3,75,75,"{'minutes': 10, 'seconds': 56}",3,93,93,"{'minutes': 8, 'seconds': 53}",3,-18,PUNT,False,7,31,7,31,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,40093382922,22,True,3,51,49,"{'minutes': 8, 'seconds': 53}",3,81,19,"{'minutes': 5, 'seconds': 20}",9,30,FG,True,31,7,34,7,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,40093382923,23,False,3,75,75,"{'minutes': 5, 'seconds': 20}",3,81,81,"{'minutes': 3, 'seconds': 12}",3,-6,PUNT,False,7,34,7,34,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,40093382924,24,False,3,20,80,"{'minutes': 3, 'seconds': 12}",3,21,79,"{'minutes': 1, 'seconds': 45}",3,1,PUNT,True,34,7,34,7,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,40093382925,25,False,3,47,47,"{'minutes': 1, 'seconds': 45}",4,4,4,"{'minutes': 11, 'seconds': 24}",12,42,DOWNS,False,7,34,7,34,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,40093382926,26,True,4,5,95,"{'minutes': 11, 'seconds': 24}",4,100,0,"{'minutes': 9, 'seconds': 18}",6,95,TD,True,34,7,41,7,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,40093382927,27,False,4,75,75,"{'minutes': 9, 'seconds': 18}",4,70,70,"{'minutes': 7, 'seconds': 23}",3,5,PUNT,False,7,41,7,41,
Auburn,SEC,Georgia Southern,Sun Belt,400933829,40093382928,28,False,4,29,71,"{'minutes': 7, 'seconds': 23}",4,70,30,"{'minutes': 1, 'seconds': 1}",11,41,DOWNS,True,41,7,41,7,
Georgia Southern,Sun Belt,Auburn,SEC,400933829,40093382929,29,False,4,70,70,"{'minutes': 1, 'seconds': 1}",4,50,50,"{'minutes': 0, 'seconds': 0}",4,20,INT,False,7,41,7,41,
Florida,SEC,Michigan,Big Ten,400933830,4009338301,1,True,1,25,75,"{'minutes': 15, 'seconds': 0}",1,71,29,"{'minutes': 12, 'seconds': 26}",6,46,FG,True,0,0,3,0,
Michigan,Big Ten,Florida,SEC,400933830,4009338302,2,True,1,75,75,"{'minutes': 12, 'seconds': 26}",1,7,7,"{'minutes': 5, 'seconds': 27}",14,68,FG,False,0,3,3,3,
Florida,SEC,Michigan,Big Ten,400933830,4009338303,3,False,1,25,75,"{'minutes': 5, 'seconds': 27}",1,23,77,"{'minutes': 3, 'seconds': 44}",3,-2,PUNT,True,3,3,3,3,
Michigan,Big Ten,Florida,SEC,400933830,4009338304,4,True,1,75,75,"{'minutes': 3, 'seconds': 44}",1,0,0,"{'minutes': 3, 'seconds': 1}",3,75,TD,False,3,3,10,3,
Florida,SEC,Michigan,Big Ten,400933830,4009338305,5,False,1,25,75,"{'minutes': 3, 'seconds': 1}",2,37,63,"{'minutes': 14, 'seconds': 41}",6,12,PUNT,True,3,10,3,10,
Michigan,Big Ten,Florida,SEC,400933830,4009338306,6,True,2,74,74,"{'minutes': 14, 'seconds': 41}",2,76,76,"{'minutes': 12, 'seconds': 19}",6,-2,INT TD,False,10,3,10,10,
Michigan,Big Ten,Florida,SEC,400933830,4009338307,7,True,2,75,75,"{'minutes': 12, 'seconds': 19}",2,72,72,"{'minutes': 10, 'seconds': 50}",3,3,INT TD,False,10,10,10,17,
Michigan,Big Ten,Florida,SEC,400933830,4009338308,8,False,2,75,75,"{'minutes': 10, 'seconds': 50}",2,75,75,"{'minutes': 8, 'seconds': 54}",3,0,PUNT,False,10,17,10,17,
Florida,SEC,Michigan,Big Ten,400933830,4009338309,9,False,2,63,37,"{'minutes': 8, 'seconds': 54}",2,70,30,"{'minutes': 7, 'seconds': 2}",4,7,MISSED FG,True,17,10,17,10,
Michigan,Big Ten,Florida,SEC,400933830,40093383010,10,True,2,70,70,"{'minutes': 7, 'seconds': 2}",2,37,37,"{'minutes': 4, 'seconds': 20}",5,33,FG,False,10,17,13,17,
Florida,SEC,Michigan,Big Ten,400933830,40093383011,11,False,2,15,85,"{'minutes': 4, 'seconds': 20}",2,43,57,"{'minutes': 1, 'seconds': 50}",4,28,PUNT,True,17,13,17,13,
Michigan,Big Ten,Florida,SEC,400933830,40093383012,12,False,2,93,93,"{'minutes': 1, 'seconds': 50}",2,72,72,"{'minutes': 0, 'seconds': 0}",4,21,END OF HALF,False,13,17,13,17,
Michigan,Big Ten,Florida,SEC,400933830,40093383013,13,True,3,75,75,"{'minutes': 15, 'seconds': 0}",3,0,0,"{'minutes': 11, 'seconds': 53}",10,75,TD,False,13,17,20,17,
Michigan,Big Ten,Florida,SEC,400933830,40093383014,14,True,3,16,16,"{'minutes': 11, 'seconds': 53}",3,12,12,"{'minutes': 11, 'seconds': 5}",4,4,FG,False,20,17,23,17,
Florida,SEC,Michigan,Big Ten,400933830,40093383015,15,False,3,25,75,"{'minutes': 11, 'seconds': 5}",3,31,69,"{'minutes': 10, 'seconds': 9}",3,6,FUMBLE,True,17,23,17,23,
Michigan,Big Ten,Florida,SEC,400933830,40093383016,16,True,3,37,37,"{'minutes': 10, 'seconds': 9}",3,32,32,"{'minutes': 9, 'seconds': 0}",4,5,FG,False,23,17,26,17,
Florida,SEC,Michigan,Big Ten,400933830,40093383017,17,False,3,26,74,"{'minutes': 9, 'seconds': 0}",3,26,74,"{'minutes': 7, 'seconds': 29}",3,0,PUNT,True,17,26,17,26,
Michigan,Big Ten,Florida,SEC,400933830,40093383018,18,False,3,73,73,"{'minutes': 7, 'seconds': 29}",3,43,43,"{'minutes': 4, 'seconds': 4}",7,30,PUNT,False,26,17,26,17,
Florida,SEC,Michigan,Big Ten,400933830,40093383019,19,False,3,8,92,"{'minutes': 4, 'seconds': 4}",4,44,56,"{'minutes': 14, 'seconds': 10}",8,36,PUNT,True,17,26,17,26,
Michigan,Big Ten,Florida,SEC,400933830,40093383020,20,False,4,80,80,"{'minutes': 14, 'seconds': 10}",4,34,34,"{'minutes': 10, 'seconds': 46}",8,46,MISSED FG,False,26,17,26,17,
Florida,SEC,Michigan,Big Ten,400933830,40093383021,21,False,4,34,66,"{'minutes': 10, 'seconds': 46}",4,26,74,"{'minutes': 8, 'seconds': 45}",3,-8,PUNT,True,17,26,17,26,
Michigan,Big Ten,Florida,SEC,400933830,40093383022,22,False,4,72,72,"{'minutes': 8, 'seconds': 45}",4,14,14,"{'minutes': 5, 'seconds': 26}",7,58,MISSED FG,False,26,17,26,17,
Florida,SEC,Michigan,Big Ten,400933830,40093383023,23,False,4,20,80,"{'minutes': 5, 'seconds': 26}",4,38,62,"{'minutes': 3, 'seconds': 22}",7,18,DOWNS,True,17,26,17,26,
Michigan,Big Ten,Florida,SEC,400933830,40093383024,24,False,4,38,38,"{'minutes': 3, 'seconds': 22}",4,46,46,"{'minutes': 2, 'seconds': 22}",3,-8,PUNT,False,26,17,26,17,
Florida,SEC,Michigan,Big Ten,400933830,40093383025,25,True,4,11,89,"{'minutes': 2, 'seconds': 22}",4,3,97,"{'minutes': 1, 'seconds': 37}",2,-11,FUMBLE RETURN TD,True,17,26,17,33,
Florida,SEC,Michigan,Big Ten,400933830,40093383026,26,False,4,16,84,"{'minutes': 1, 'seconds': 37}",4,55,45,"{'minutes': 0, 'seconds': 0}",6,39,END OF GAME,True,17,33,17,33,
Georgia,SEC,Appalachian State,Sun Belt,400933831,4009338311,1,False,1,23,77,"{'minutes': 15, 'seconds': 0}",1,24,76,"{'minutes': 13, 'seconds': 29}",3,1,PUNT,True,0,0,0,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,4009338312,2,False,1,67,67,"{'minutes': 13, 'seconds': 29}",1,60,60,"{'minutes': 11, 'seconds': 29}",3,7,PUNT,False,0,0,0,0,
Georgia,SEC,Appalachian State,Sun Belt,400933831,4009338313,3,False,1,24,76,"{'minutes': 11, 'seconds': 29}",1,27,73,"{'minutes': 9, 'seconds': 54}",3,3,PUNT,True,0,0,0,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,4009338314,4,False,1,80,80,"{'minutes': 9, 'seconds': 54}",1,54,54,"{'minutes': 6, 'seconds': 45}",5,26,PUNT,False,0,0,0,0,
Georgia,SEC,Appalachian State,Sun Belt,400933831,4009338315,5,False,1,16,84,"{'minutes': 6, 'seconds': 45}",1,55,45,"{'minutes': 4, 'seconds': 20}",10,39,PUNT,True,0,0,0,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,4009338316,6,False,1,92,92,"{'minutes': 4, 'seconds': 20}",1,94,94,"{'minutes': 2, 'seconds': 4}",3,-2,PUNT,False,0,0,0,0,
Georgia,SEC,Appalachian State,Sun Belt,400933831,4009338317,7,True,1,61,39,"{'minutes': 2, 'seconds': 4}",1,100,0,"{'seconds': 39, 'minutes': 0}",4,39,TD,True,0,0,7,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,4009338318,8,False,1,75,75,"{'seconds': 39, 'minutes': 0}",2,57,57,"{'minutes': 12, 'seconds': 50}",6,18,PUNT,False,0,7,0,7,
Georgia,SEC,Appalachian State,Sun Belt,400933831,4009338319,9,True,2,14,86,"{'minutes': 12, 'seconds': 50}",2,100,0,"{'minutes': 10, 'seconds': 40}",4,86,TD,True,7,0,14,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,40093383110,10,False,2,75,75,"{'minutes': 10, 'seconds': 40}",2,42,42,"{'minutes': 8, 'seconds': 3}",7,33,DOWNS,False,0,14,0,14,
Georgia,SEC,Appalachian State,Sun Belt,400933831,40093383111,11,True,2,43,57,"{'minutes': 8, 'seconds': 3}",2,100,0,"{'minutes': 6, 'seconds': 56}",4,57,TD,True,14,0,21,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,40093383112,12,False,2,85,85,"{'minutes': 6, 'seconds': 56}",2,61,61,"{'minutes': 1, 'seconds': 37}",8,24,PUNT,False,0,21,0,21,
Georgia,SEC,Appalachian State,Sun Belt,400933831,40093383113,13,False,2,24,76,"{'minutes': 1, 'seconds': 37}",2,31,69,"{'seconds': 40, 'minutes': 0}",3,7,PUNT,True,21,0,21,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,40093383114,14,False,2,69,69,"{'seconds': 40, 'minutes': 0}",2,25,25,"{'minutes': 0, 'seconds': 0}",6,44,END OF HALF,False,0,21,0,21,
Appalachian State,Sun Belt,Georgia,SEC,400933831,40093383115,15,False,3,75,75,"{'minutes': 15, 'seconds': 0}",3,70,70,"{'minutes': 13, 'seconds': 37}",3,5,PUNT,False,0,21,0,21,
Georgia,SEC,Appalachian State,Sun Belt,400933831,40093383116,16,True,3,34,66,"{'minutes': 13, 'seconds': 37}",3,94,6,"{'minutes': 7, 'seconds': 18}",13,60,FG,True,21,0,24,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,40093383117,17,False,3,75,75,"{'minutes': 7, 'seconds': 18}",3,72,72,"{'minutes': 5, 'seconds': 19}",3,3,PUNT,False,0,24,0,24,
Georgia,SEC,Appalachian State,Sun Belt,400933831,40093383118,18,True,3,34,66,"{'minutes': 5, 'seconds': 19}",3,100,0,"{'minutes': 1, 'seconds': 32}",8,66,TD,True,24,0,31,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,40093383119,19,False,3,75,75,"{'minutes': 1, 'seconds': 32}",3,73,73,"{'minutes': 0, 'seconds': 0}",3,2,PUNT,False,0,31,0,31,
Georgia,SEC,Appalachian State,Sun Belt,400933831,40093383120,20,False,3,36,64,"{'minutes': 0, 'seconds': 0}",4,44,56,"{'minutes': 13, 'seconds': 8}",3,8,PUNT,True,31,0,31,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,40093383121,21,False,4,92,92,"{'minutes': 13, 'seconds': 8}",4,62,62,"{'minutes': 8, 'seconds': 8}",8,30,PUNT,False,0,31,0,31,
Georgia,SEC,Appalachian State,Sun Belt,400933831,40093383122,22,False,4,26,74,"{'minutes': 8, 'seconds': 8}",4,28,72,"{'minutes': 6, 'seconds': 38}",3,2,INT,True,31,0,31,0,
Appalachian State,Sun Belt,Georgia,SEC,400933831,40093383123,23,True,4,21,21,"{'minutes': 6, 'seconds': 38}",4,0,0,"{'minutes': 5, 'seconds': 41}",3,21,TD,False,0,31,7,31,
Georgia,SEC,Appalachian State,Sun Belt,400933831,40093383124,24,False,4,22,78,"{'minutes': 5, 'seconds': 41}",4,43,57,"{'minutes': 1, 'seconds': 49}",6,21,INT,True,31,7,31,7,
Appalachian State,Sun Belt,Georgia,SEC,400933831,40093383125,25,True,4,59,59,"{'minutes': 1, 'seconds': 49}",4,26,26,"{'seconds': 26, 'minutes': 0}",7,33,FG,False,7,31,10,31,
