_offense,_offense_conference,_defense,_defense_conference,_game_id,_id,_drive_number,_scoring,_start_period,_start_yardline,_start_yards_to_goal,_start_time,_end_period,_end_yardline,_end_yards_to_goal,_end_time,_plays,_yards,_drive_result,_is_home_offense,_start_offense_score,_start_defense_score,_end_offense_score,_end_defense_score,discriminator
Alabama,SEC,Louisville,ACC,401012246,40101224622,22,False,4,21,79,"{'minutes': 14, 'seconds': 34}",4,91,9,"{'minutes': 7, 'seconds': 44}",13,70,MISSED FG,True,44,7,44,7,
Louisville,ACC,Alabama,SEC,401012246,40101224623,23,True,4,80,80,"{'minutes': 7, 'seconds': 44}",4,80,80,"{'minutes': 7, 'seconds': 31}",1,0,INT TD,False,7,51,7,51,
Louisville,ACC,Alabama,SEC,401012246,40101224624,24,False,4,22,22,"{'minutes': 7, 'seconds': 31}",4,5,5,"{'minutes': 5, 'seconds': 38}",5,32,DOWNS,False,7,51,7,51,
Alabama,SEC,Louisville,ACC,401012246,40101224625,25,False,4,5,95,"{'minutes': 5, 'seconds': 38}",4,14,86,"{'minutes': 3, 'seconds': 39}",3,9,PUNT,True,51,7,51,7,
Louisville,ACC,Alabama,SEC,401012246,40101224626,26,True,4,52,52,"{'minutes': 3, 'seconds': 39}",4,0,0,"{'minutes': 1, 'seconds': 55}",5,52,TD,False,7,51,14,51,
Alabama,SEC,Louisville,ACC,401012246,40101224627,27,False,4,25,75,"{'minutes': 1, 'seconds': 55}",4,35,65,"{'minutes': 0, 'seconds': 0}",3,10,END OF GAME,True,51,14,51,14,
Eastern Illinois,,Arkansas,SEC,401012247,4010122471,1,False,1,74,74,"{'minutes': 15, 'seconds': 0}",1,65,65,"{'minutes': 14, 'seconds': 24}",3,9,FUMBLE,False,0,0,0,0,
Arkansas,SEC,Eastern Illinois,,401012247,4010122472,2,True,1,65,35,"{'minutes': 14, 'seconds': 24}",1,83,17,"{'minutes': 12, 'seconds': 43}",6,18,FG,True,0,0,3,0,
Eastern Illinois,,Arkansas,SEC,401012247,4010122473,3,False,1,75,75,"{'minutes': 12, 'seconds': 43}",1,30,30,"{'minutes': 9, 'seconds': 15}",10,45,MISSED FG,False,0,3,0,3,
Arkansas,SEC,Eastern Illinois,,401012247,4010122474,4,False,1,30,70,"{'minutes': 9, 'seconds': 15}",1,56,44,"{'minutes': 6, 'seconds': 25}",7,26,PUNT,True,3,0,3,0,
Eastern Illinois,,Arkansas,SEC,401012247,4010122475,5,False,1,91,91,"{'minutes': 6, 'seconds': 25}",1,71,71,"{'minutes': 4, 'seconds': 52}",5,20,FUMBLE,False,0,3,0,3,
Arkansas,SEC,Eastern Illinois,,401012247,4010122476,6,False,1,71,29,"{'minutes': 4, 'seconds': 52}",1,63,37,"{'minutes': 2, 'seconds': 23}",3,-8,PUNT,True,3,0,3,0,
Eastern Illinois,,Arkansas,SEC,401012247,4010122477,7,True,1,86,86,"{'minutes': 2, 'seconds': 23}",1,99,99,"{'minutes': 1, 'seconds': 46}",2,-13,FUMBLE TD,False,0,3,0,10,
Eastern Illinois,,Arkansas,SEC,401012247,4010122479,8,False,1,75,75,"{'minutes': 1, 'seconds': 46}",2,12,12,"{'minutes': 11, 'seconds': 18}",15,63,MISSED FG,False,0,10,0,10,
Arkansas,SEC,Eastern Illinois,,401012247,40101224710,9,True,2,20,80,"{'minutes': 11, 'seconds': 18}",2,100,0,"{'minutes': 7, 'seconds': 25}",11,80,TD,True,10,0,17,0,
Eastern Illinois,,Arkansas,SEC,401012247,40101224711,10,False,2,75,75,"{'minutes': 7, 'seconds': 25}",2,73,73,"{'minutes': 7, 'seconds': 12}",1,2,FUMBLE,False,0,17,0,17,
Arkansas,SEC,Eastern Illinois,,401012247,40101224712,11,True,2,73,27,"{'minutes': 7, 'seconds': 12}",2,100,0,"{'minutes': 6, 'seconds': 22}",3,27,TD,True,17,0,24,0,
Eastern Illinois,,Arkansas,SEC,401012247,40101224713,12,False,2,75,75,"{'minutes': 6, 'seconds': 22}",2,58,58,"{'minutes': 3, 'seconds': 45}",6,17,PUNT,False,0,24,0,24,
Arkansas,SEC,Eastern Illinois,,401012247,40101224714,13,False,2,15,85,"{'minutes': 3, 'seconds': 45}",2,16,84,"{'minutes': 2, 'seconds': 58}",3,1,PUNT,True,24,0,24,0,
Eastern Illinois,,Arkansas,SEC,401012247,40101224715,14,True,2,47,47,"{'minutes': 2, 'seconds': 58}",2,0,0,"{'minutes': 2, 'seconds': 22}",2,47,TD,False,0,24,6,24,
Arkansas,SEC,Eastern Illinois,,401012247,40101224716,15,True,2,21,79,"{'minutes': 2, 'seconds': 22}",2,100,0,"{'minutes': 1, 'seconds': 20}",4,79,TD,True,24,6,31,6,
Eastern Illinois,,Arkansas,SEC,401012247,40101224717,16,False,2,75,75,"{'minutes': 1, 'seconds': 20}",2,74,74,"{'seconds': 52, 'minutes': 0}",3,1,PUNT,False,6,31,6,31,
Arkansas,SEC,Eastern Illinois,,401012247,40101224718,17,True,2,43,57,"{'seconds': 52, 'minutes': 0}",2,100,0,"{'seconds': 45, 'minutes': 0}",1,57,TD,True,38,6,38,6,
Eastern Illinois,,Arkansas,SEC,401012247,40101224719,18,False,2,82,82,"{'seconds': 45, 'minutes': 0}",2,86,86,"{'minutes': 0, 'seconds': 0}",1,-4,END OF HALF,False,6,38,6,38,
Arkansas,SEC,Eastern Illinois,,401012247,40101224720,19,False,3,26,74,"{'minutes': 15, 'seconds': 0}",3,33,67,"{'minutes': 13, 'seconds': 40}",3,7,PUNT,True,38,6,38,6,
Eastern Illinois,,Arkansas,SEC,401012247,40101224721,20,False,3,53,53,"{'minutes': 13, 'seconds': 40}",3,35,35,"{'minutes': 11, 'seconds': 31}",6,18,FUMBLE,False,6,38,6,38,
Arkansas,SEC,Eastern Illinois,,401012247,40101224722,21,True,3,95,5,"{'minutes': 11, 'seconds': 31}",3,100,0,"{'minutes': 10, 'seconds': 54}",2,5,TD,True,38,6,45,6,
Eastern Illinois,,Arkansas,SEC,401012247,40101224723,22,True,3,85,85,"{'minutes': 10, 'seconds': 54}",3,0,0,"{'minutes': 5, 'seconds': 51}",14,85,TD,False,6,45,13,45,
Arkansas,SEC,Eastern Illinois,,401012247,40101224724,23,True,3,36,64,"{'minutes': 5, 'seconds': 51}",3,95,5,"{'seconds': 40, 'minutes': 0}",10,59,FG,True,45,13,48,13,
Eastern Illinois,,Arkansas,SEC,401012247,40101224725,24,False,3,77,77,"{'seconds': 40, 'minutes': 0}",4,51,51,"{'minutes': 12, 'seconds': 34}",8,26,PUNT,False,13,48,13,48,
Arkansas,SEC,Eastern Illinois,,401012247,40101224726,25,False,4,5,95,"{'minutes': 12, 'seconds': 34}",4,12,88,"{'minutes': 10, 'seconds': 2}",4,7,PUNT,True,48,13,48,13,
Eastern Illinois,,Arkansas,SEC,401012247,40101224727,26,True,4,37,37,"{'minutes': 10, 'seconds': 2}",4,0,0,"{'minutes': 7, 'seconds': 51}",4,37,TD,False,13,48,20,48,
Arkansas,SEC,Eastern Illinois,,401012247,40101224728,27,True,4,28,72,"{'minutes': 7, 'seconds': 51}",4,100,0,"{'minutes': 3, 'seconds': 48}",8,72,TD,True,48,20,55,20,
Eastern Illinois,,Arkansas,SEC,401012247,40101224729,28,False,4,75,75,"{'minutes': 3, 'seconds': 48}",4,71,71,"{'minutes': 1, 'seconds': 39}",3,4,PUNT,False,20,55,20,55,
Arkansas,SEC,Eastern Illinois,,401012247,40101224730,29,False,4,28,72,"{'minutes': 1, 'seconds': 39}",4,21,79,"{'minutes': 0, 'seconds': 0}",3,-7,Uncategorized,True,55,20,55,20,
Washington,Pac-12,Auburn,SEC,401012248,4010122481,1,False,1,75,75,"{'minutes': 15, 'seconds': 0}",1,75,75,"{'minutes': 13, 'seconds': 57}",3,0,PUNT,False,0,0,0,0,
Auburn,SEC,Washington,Pac-12,401012248,4010122482,2,True,1,64,36,"{'minutes': 13, 'seconds': 57}",1,100,0,"{'minutes': 11, 'seconds': 45}",6,36,TD,True,0,0,6,0,
Washington,Pac-12,Auburn,SEC,401012248,4010122483,3,False,1,75,75,"{'minutes': 11, 'seconds': 45}",1,53,53,"{'minutes': 9, 'seconds': 42}",6,22,INT,False,0,6,0,6,
Auburn,SEC,Washington,Pac-12,401012248,4010122484,4,True,1,37,63,"{'minutes': 9, 'seconds': 42}",1,86,14,"{'minutes': 5, 'seconds': 39}",11,49,FG,True,6,0,9,0,
Washington,Pac-12,Auburn,SEC,401012248,4010122485,5,True,1,75,75,"{'minutes': 5, 'seconds': 39}",1,14,14,"{'minutes': 2, 'seconds': 59}",7,61,FG,False,0,9,3,9,
Auburn,SEC,Washington,Pac-12,401012248,4010122486,6,False,1,24,76,"{'minutes': 2, 'seconds': 59}",1,85,15,"{'seconds': 29, 'minutes': 0}",8,61,MISSED FG,True,9,3,9,3,
Washington,Pac-12,Auburn,SEC,401012248,4010122487,7,False,1,80,80,"{'seconds': 29, 'minutes': 0}",2,76,76,"{'minutes': 14, 'seconds': 41}",3,4,PUNT,False,3,9,3,9,
Auburn,SEC,Washington,Pac-12,401012248,4010122488,8,True,2,27,73,"{'minutes': 14, 'seconds': 41}",2,90,10,"{'minutes': 10, 'seconds': 35}",12,63,FG,True,9,3,12,3,
Washington,Pac-12,Auburn,SEC,401012248,4010122489,9,True,2,75,75,"{'minutes': 10, 'seconds': 35}",2,11,11,"{'minutes': 5, 'seconds': 57}",9,64,FG,False,3,12,6,12,
Auburn,SEC,Washington,Pac-12,401012248,40101224810,10,True,2,27,73,"{'minutes': 5, 'seconds': 57}",2,65,35,"{'minutes': 1, 'seconds': 23}",10,38,FG,True,12,6,15,6,
Washington,Pac-12,Auburn,SEC,401012248,40101224811,11,True,2,75,75,"{'minutes': 1, 'seconds': 23}",2,0,0,"{'seconds': 43, 'minutes': 0}",4,75,TD,False,6,15,13,15,
Auburn,SEC,Washington,Pac-12,401012248,40101224812,12,False,2,25,75,"{'seconds': 43, 'minutes': 0}",2,49,51,"{'minutes': 0, 'seconds': 0}",4,24,END OF HALF,True,15,13,15,13,
Auburn,SEC,Washington,Pac-12,401012248,40101224813,13,False,3,18,82,"{'minutes': 15, 'seconds': 0}",3,33,67,"{'minutes': 13, 'seconds': 5}",4,15,PUNT,True,15,13,15,13,
Washington,Pac-12,Auburn,SEC,401012248,40101224814,14,False,3,73,73,"{'minutes': 13, 'seconds': 5}",3,23,23,"{'minutes': 9, 'seconds': 57}",9,50,MISSED FG,False,13,15,13,15,
Auburn,SEC,Washington,Pac-12,401012248,40101224815,15,False,3,23,77,"{'minutes': 9, 'seconds': 57}",3,63,37,"{'minutes': 7, 'seconds': 3}",8,40,MISSED FG,True,15,13,15,13,
Washington,Pac-12,Auburn,SEC,401012248,40101224816,16,False,3,63,63,"{'minutes': 7, 'seconds': 3}",3,3,3,"{'minutes': 5, 'seconds': 15}",6,35,FUMBLE,False,13,15,13,15,
Auburn,SEC,Washington,Pac-12,401012248,40101224817,17,False,3,20,80,"{'minutes': 5, 'seconds': 15}",3,25,75,"{'minutes': 3, 'seconds': 52}",3,5,PUNT,True,15,13,15,13,
Washington,Pac-12,Auburn,SEC,401012248,40101224818,18,True,3,42,42,"{'minutes': 3, 'seconds': 52}",4,13,13,"{'minutes': 14, 'seconds': 6}",9,49,FG,False,13,15,16,15,
Auburn,SEC,Washington,Pac-12,401012248,40101224819,19,False,4,25,75,"{'minutes': 14, 'seconds': 6}",4,28,72,"{'minutes': 12, 'seconds': 13}",6,3,PUNT,True,15,16,15,16,
Washington,Pac-12,Auburn,SEC,401012248,40101224820,20,False,4,68,68,"{'minutes': 12, 'seconds': 13}",4,59,59,"{'minutes': 9, 'seconds': 49}",3,9,PUNT,False,16,15,16,15,
Auburn,SEC,Washington,Pac-12,401012248,40101224821,21,True,4,24,76,"{'minutes': 9, 'seconds': 49}",4,100,0,"{'minutes': 6, 'seconds': 15}",10,76,TD,True,15,16,21,16,
Washington,Pac-12,Auburn,SEC,401012248,40101224822,22,False,4,75,75,"{'minutes': 6, 'seconds': 15}",4,43,43,"{'minutes': 1, 'seconds': 31}",10,22,DOWNS,False,16,21,16,21,
Auburn,SEC,Washington,Pac-12,401012248,40101224823,23,False,4,53,47,"{'minutes': 1, 'seconds': 31}",4,63,37,"{'minutes': 0, 'seconds': 0}",4,10,Uncategorized,True,21,16,21,16,
Florida,SEC,Charleston Southern,,401012249,4010122491,1,True,1,25,75,"{'minutes': 15, 'seconds': 0}",1,100,0,"{'minutes': 12, 'seconds': 40}",8,75,TD,True,0,0,7,0,
Charleston Southern,,Florida,SEC,401012249,4010122492,2,False,1,75,75,"{'minutes': 12, 'seconds': 40}",1,78,78,"{'minutes': 10, 'seconds': 59}",3,-3,PUNT,False,0,7,0,7,
Florida,SEC,Charleston Southern,,401012249,4010122493,3,True,1,32,68,"{'minutes': 10, 'seconds': 59}",1,96,4,"{'minutes': 8, 'seconds': 3}",8,64,FG,True,7,0,10,0,
Charleston Southern,,Florida,SEC,401012249,4010122494,4,False,1,64,64,"{'minutes': 8, 'seconds': 3}",1,62,62,"{'minutes': 5, 'seconds': 55}",3,2,PUNT,False,0,10,0,10,
Florida,SEC,Charleston Southern,,401012249,4010122495,5,False,1,26,74,"{'minutes': 5, 'seconds': 55}",1,49,51,"{'minutes': 2, 'seconds': 37}",7,23,PUNT,True,10,0,10,0,
Charleston Southern,,Florida,SEC,401012249,4010122496,6,False,1,85,85,"{'minutes': 2, 'seconds': 37}",1,89,89,"{'seconds': 50, 'minutes': 0}",3,-4,PUNT,False,0,10,0,10,
Florida,SEC,Charleston Southern,,401012249,4010122497,7,True,1,57,43,"{'seconds': 50, 'minutes': 0}",2,100,0,"{'minutes': 13, 'seconds': 14}",6,43,TD,True,10,0,17,0,
Charleston Southern,,Florida,SEC,401012249,4010122498,8,False,2,80,80,"{'minutes': 13, 'seconds': 14}",2,71,71,"{'minutes': 11, 'seconds': 29}",4,9,DOWNS,False,0,17,0,17,
Florida,SEC,Charleston Southern,,401012249,4010122499,9,True,2,71,29,"{'minutes': 11, 'seconds': 29}",2,100,0,"{'minutes': 9, 'seconds': 51}",4,29,TD,True,17,0,24,0,
Charleston Southern,,Florida,SEC,401012249,40101224910,10,False,2,75,75,"{'minutes': 9, 'seconds': 51}",2,77,77,"{'minutes': 8, 'seconds': 6}",3,-2,PUNT,False,0,24,0,24,
Florida,SEC,Charleston Southern,,401012249,40101224911,11,True,2,30,70,"{'minutes': 8, 'seconds': 6}",2,100,0,"{'minutes': 5, 'seconds': 49}",7,70,TD,True,24,0,31,0,
Charleston Southern,,Florida,SEC,401012249,40101224912,12,False,2,75,75,"{'minutes': 5, 'seconds': 49}",2,72,72,"{'minutes': 3, 'seconds': 31}",3,3,PUNT,False,0,31,0,31,
Florida,SEC,Charleston Southern,,401012249,40101224913,13,True,2,35,65,"{'minutes': 3, 'seconds': 31}",2,100,0,"{'minutes': 1, 'seconds': 30}",5,65,TD,True,31,0,38,0,
Charleston Southern,,Florida,SEC,401012249,40101224914,14,False,2,83,83,"{'minutes': 1, 'seconds': 30}",2,6,6,"{'minutes': 0, 'seconds': 0}",6,77,MISSED FG,False,0,38,0,38,
Charleston Southern,,Florida,SEC,401012249,40101224916,15,False,3,75,75,"{'minutes': 15, 'seconds': 0}",3,64,64,"{'minutes': 12, 'seconds': 49}",4,11,FUMBLE,False,0,38,0,38,
Florida,SEC,Charleston Southern,,401012249,40101224917,16,True,3,86,14,"{'minutes': 12, 'seconds': 49}",3,86,14,"{'minutes': 10, 'seconds': 53}",4,0,FG,True,38,0,41,0,
Charleston Southern,,Florida,SEC,401012249,40101224918,17,False,3,88,88,"{'minutes': 10, 'seconds': 53}",3,82,82,"{'minutes': 9, 'seconds': 23}",3,6,PUNT,False,0,41,0,41,
Florida,SEC,Charleston Southern,,401012249,40101224919,18,True,3,43,57,"{'minutes': 9, 'seconds': 23}",3,100,0,"{'minutes': 7, 'seconds': 28}",5,57,TD,True,41,0,48,0,
Charleston Southern,,Florida,SEC,401012249,40101224920,19,False,3,75,75,"{'minutes': 7, 'seconds': 28}",3,78,78,"{'minutes': 6, 'seconds': 45}",2,-3,FUMBLE,False,0,48,0,48,
Florida,SEC,Charleston Southern,,401012249,40101224921,20,True,3,78,22,"{'minutes': 6, 'seconds': 45}",3,78,22,"{'minutes': 4, 'seconds': 48}",4,0,FG,True,48,0,51,0,
Charleston Southern,,Florida,SEC,401012249,40101224922,21,True,3,75,75,"{'minutes': 4, 'seconds': 48}",4,0,0,"{'minutes': 13, 'seconds': 38}",11,75,TD,False,0,51,6,53,
Florida,SEC,Charleston Southern,,401012249,40101224923,22,False,4,35,65,"{'minutes': 13, 'seconds': 38}",4,28,72,"{'minutes': 11, 'seconds': 38}",3,-7,PUNT,True,53,6,53,6,
Charleston Southern,,Florida,SEC,401012249,40101224924,23,False,4,81,81,"{'minutes': 11, 'seconds': 38}",4,66,66,"{'minutes': 7, 'seconds': 39}",5,15,PUNT,False,6,53,6,53,
Florida,SEC,Charleston Southern,,401012249,40101224925,24,False,4,18,82,"{'minutes': 7, 'seconds': 39}",4,49,51,"{'minutes': 4, 'seconds': 28}",7,31,DOWNS,True,53,6,53,6,
Charleston Southern,,Florida,SEC,401012249,40101224926,25,False,4,49,49,"{'minutes': 4, 'seconds': 28}",4,35,35,"{'seconds': 16, 'minutes': 0}",10,14,INT,False,6,53,6,53,
Florida,SEC,Charleston Southern,,401012249,40101224927,26,False,4,9,91,"{'seconds': 16, 'minutes': 0}",4,18,82,"{'minutes': 0, 'seconds': 0}",1,9,END OF GAME,True,53,6,53,6,
Georgia,SEC,Austin Peay,,401012250,4010122501,1,True,1,42,58,"{'minutes': 15, 'seconds': 0}",1,83,17,"{'minutes': 10, 'seconds': 42}",10,41,FG,True,0,0,3,0,
Austin Peay,,Georgia,SEC,401012250,4010122502,2,False,1,75,75,"{'minutes': 10, 'seconds': 42}",1,56,56,"{'minutes': 7, 'seconds': 17}",6,19,PUNT,False,0,3,0,3,
Georgia,SEC,Austin Peay,,401012250,4010122503,3,True,1,20,80,"{'minutes': 7, 'seconds': 17}",1,100,0,"{'minutes': 3, 'seconds': 27}",11,80,TD,True,3,0,10,0,
Austin Peay,,Georgia,SEC,401012250,4010122504,4,False,1,75,75,"{'minutes': 3, 'seconds': 27}",1,80,80,"{'minutes': 2, 'seconds': 48}",1,-17,FUMBLE,False,0,10,0,10,
Georgia,SEC,Austin Peay,,401012250,4010122505,5,True,1,92,8,"{'minutes': 2, 'seconds': 48}",1,100,0,"{'minutes': 2, 'seconds': 41}",1,8,TD,True,17,0,17,0,
Austin Peay,,Georgia,SEC,401012250,4010122506,6,False,1,75,75,"{'minutes': 2, 'seconds': 41}",2,20,20,"{'minutes': 11, 'seconds': 39}",11,55,MISSED FG,False,0,17,0,17,
Georgia,SEC,Austin Peay,,401012250,4010122507,7,True,2,21,79,"{'minutes': 11, 'seconds': 39}",2,100,0,"{'minutes': 10, 'seconds': 29}",3,79,TD,True,17,0,24,0,
Austin Peay,,Georgia,SEC,401012250,4010122508,8,False,2,75,75,"{'minutes': 10, 'seconds': 29}",2,72,72,"{'minutes': 9, 'seconds': 29}",3,3,PUNT,False,0,24,0,24,
Georgia,SEC,Austin Peay,,401012250,4010122509,9,True,2,50,50,"{'minutes': 9, 'seconds': 29}",2,100,0,"{'minutes': 4, 'seconds': 50}",9,69,TD,True,24,0,31,0,
Austin Peay,,Georgia,SEC,401012250,40101225010,10,False,2,75,75,"{'minutes': 4, 'seconds': 50}",2,71,71,"{'minutes': 2, 'seconds': 38}",3,4,PUNT,False,0,31,0,31,
Georgia,SEC,Austin Peay,,401012250,40101225011,11,True,2,30,70,"{'minutes': 2, 'seconds': 38}",2,100,0,"{'minutes': 1, 'seconds': 28}",4,70,TD,True,31,0,38,0,
Austin Peay,,Georgia,SEC,401012250,40101225012,12,False,2,75,75,"{'minutes': 1, 'seconds': 28}",2,68,68,"{'seconds': 6, 'minutes': 0}",3,7,PUNT,False,0,38,0,38,
Georgia,SEC,Austin Peay,,401012250,40101225013,13,False,2,35,65,"{'seconds': 6, 'minutes': 0}",2,33,67,"{'minutes': 0, 'seconds': 0}",1,-2,END OF HALF,True,38,0,38,0,
Austin Peay,,Georgia,SEC,401012250,40101225014,14,False,3,75,75,"{'minutes': 15, 'seconds': 0}",3,55,55,"{'minutes': 12, 'seconds': 27}",5,20,PUNT,False,0,38,0,38,
Georgia,SEC,Austin Peay,,401012250,40101225015,15,False,3,20,80,"{'minutes': 12, 'seconds': 27}",3,45,55,"{'minutes': 10, 'seconds': 47}",4,25,PUNT,True,38,0,38,0,
Austin Peay,,Georgia,SEC,401012250,40101225016,16,False,3,80,80,"{'minutes': 10, 'seconds': 47}",3,73,73,"{'minutes': 8, 'seconds': 30}",3,7,PUNT,False,0,38,0,38,
Georgia,SEC,Austin Peay,,401012250,40101225017,17,True,3,40,60,"{'minutes': 8, 'seconds': 30}",3,100,0,"{'minutes': 5, 'seconds': 44}",5,60,TD,True,38,0,45,0,
Austin Peay,,Georgia,SEC,401012250,40101225018,18,False,3,75,75,"{'minutes': 5, 'seconds': 44}",3,70,70,"{'minutes': 4, 'seconds': 5}",3,5,PUNT,False,0,45,0,45,
Georgia,SEC,Austin Peay,,401012250,40101225019,19,False,3,30,70,"{'minutes': 4, 'seconds': 5}",3,78,22,"{'seconds': 45, 'minutes': 0}",7,48,FUMBLE,True,45,0,45,0,
Austin Peay,,Georgia,SEC,401012250,40101225020,20,False,3,80,80,"{'seconds': 45, 'minutes': 0}",4,77,77,"{'minutes': 8, 'seconds': 30}",3,3,PUNT,False,0,45,0,45,
Georgia,SEC,Austin Peay,,401012250,40101225021,21,False,4,25,75,"{'minutes': 8, 'seconds': 30}",4,29,71,"{'minutes': 6, 'seconds': 30}",3,4,PUNT,True,45,0,45,0,
Austin Peay,,Georgia,SEC,401012250,40101225022,22,False,4,61,61,"{'minutes': 6, 'seconds': 30}",4,29,29,"{'minutes': 2, 'seconds': 54}",7,33,DOWNS,False,0,45,0,45,
Georgia,SEC,Austin Peay,,401012250,40101225023,23,False,4,28,72,"{'minutes': 2, 'seconds': 54}",4,37,63,"{'seconds': 59, 'minutes': 0}",3,9,PUNT,True,45,0,45,0,
Austin Peay,,Georgia,SEC,401012250,40101225024,24,False,4,80,80,"{'seconds': 59, 'minutes': 0}",4,77,77,"{'minutes': 0, 'seconds': 0}",3,3,END OF GAME,False,0,45,0,45,
Kentucky,SEC,Central Michigan,Mid-American,401012251,4010122511,1,False,1,26,74,"{'minutes': 15, 'seconds': 0}",1,31,69,"{'minutes': 13, 'seconds': 28}",3,5,PUNT,True,0,0,0,0,
Central Michigan,Mid-American,Kentucky,SEC,401012251,4010122512,2,False,1,81,81,"{'minutes': 13, 'seconds': 28}",1,75,75,"{'minutes': 11, 'seconds': 55}",3,6,PUNT,False,0,0,0,0,
Kentucky,SEC,Central Michigan,Mid-American,401012251,4010122513,3,False,1,11,89,"{'minutes': 11, 'seconds': 55}",1,26,74,"{'minutes': 8, 'seconds': 25}",6,15,PUNT,True,0,0,0,0,
