_offense,_offense_conference,_defense,_defense_conference,_game_id,_id,_drive_number,_scoring,_start_period,_start_yardline,_start_yards_to_goal,_start_time,_end_period,_end_yardline,_end_yards_to_goal,_end_time,_plays,_yards,_drive_result,_is_home_offense,_start_offense_score,_start_defense_score,_end_offense_score,_end_defense_score,discriminator
Portland State,,Arkansas,SEC,401110721,4011107219,9,False,2,80,80,"{'minutes': 3, 'seconds': 37}",2,82,82,"{'minutes': 2, 'seconds': 46}",3,-2,INT,False,6,10,6,10,
Arkansas,SEC,Portland State,,401110721,40111072110,10,False,2,82,18,"{'minutes': 2, 'seconds': 46}",2,86,14,"{'minutes': 1, 'seconds': 23}",3,4,INT,True,10,6,10,6,
Portland State,,Arkansas,SEC,401110721,40111072111,11,False,2,78,78,"{'minutes': 1, 'seconds': 23}",2,63,63,"{'seconds': 34, 'minutes': 0}",4,15,PUNT,False,6,10,6,10,
Arkansas,SEC,Portland State,,401110721,40111072112,12,False,2,35,65,"{'seconds': 34, 'minutes': 0}",2,84,16,"{'minutes': 0, 'seconds': 0}",4,49,END OF HALF,True,10,6,10,6,
Arkansas,SEC,Portland State,,401110721,40111072113,13,False,3,35,65,"{'minutes': 15, 'seconds': 0}",3,55,45,"{'minutes': 12, 'seconds': 54}",5,20,PUNT,True,10,6,10,6,
Portland State,,Arkansas,SEC,401110721,40111072114,14,False,3,88,88,"{'minutes': 12, 'seconds': 54}",3,79,79,"{'minutes': 8, 'seconds': 38}",8,9,PUNT,False,6,10,6,10,
Arkansas,SEC,Portland State,,401110721,40111072115,15,False,3,44,56,"{'minutes': 8, 'seconds': 38}",3,63,37,"{'minutes': 7, 'seconds': 25}",4,19,PUNT,True,10,6,10,6,
Portland State,,Arkansas,SEC,401110721,40111072116,16,False,3,80,80,"{'minutes': 7, 'seconds': 25}",3,80,80,"{'minutes': 7, 'seconds': 17}",1,0,INT,False,6,10,6,10,
Arkansas,SEC,Portland State,,401110721,40111072117,17,True,3,33,67,"{'minutes': 7, 'seconds': 17}",3,100,0,"{'minutes': 2, 'seconds': 20}",12,67,TD,True,10,6,17,6,
Portland State,,Arkansas,SEC,401110721,40111072118,18,False,3,75,75,"{'minutes': 2, 'seconds': 20}",3,67,67,"{'seconds': 53, 'minutes': 0}",3,8,PUNT,False,6,17,6,17,
Arkansas,SEC,Portland State,,401110721,40111072119,19,True,3,29,71,"{'seconds': 53, 'minutes': 0}",4,92,8,"{'minutes': 10, 'seconds': 44}",12,63,FG,True,17,6,20,6,
Portland State,,Arkansas,SEC,401110721,40111072120,20,True,4,75,75,"{'minutes': 10, 'seconds': 44}",4,0,0,"{'minutes': 4, 'seconds': 14}",14,75,TD,False,6,20,13,20,
Arkansas,SEC,Portland State,,401110721,40111072121,21,False,4,25,75,"{'minutes': 4, 'seconds': 14}",4,65,35,"{'minutes': 1, 'seconds': 4}",6,40,PUNT,True,20,13,20,13,
Portland State,,Arkansas,SEC,401110721,40111072122,22,False,4,97,97,"{'minutes': 1, 'seconds': 4}",4,71,71,"{'seconds': 11, 'minutes': 0}",4,26,INT,False,13,20,13,20,
Arkansas,SEC,Portland State,,401110721,40111072123,23,False,4,62,38,"{'seconds': 11, 'minutes': 0}",4,60,40,"{'minutes': 0, 'seconds': 0}",1,-2,END OF GAME,True,20,13,20,13,
Oregon,Pac-12,Auburn,SEC,401110722,4011107221,1,True,1,74,74,"{'minutes': 15, 'seconds': 0}",1,0,0,"{'minutes': 10, 'seconds': 13}",11,74,TD,False,0,0,7,0,
Auburn,SEC,Oregon,Pac-12,401110722,4011107222,2,False,1,25,75,"{'minutes': 10, 'seconds': 13}",1,27,73,"{'minutes': 8, 'seconds': 34}",3,2,PUNT,True,0,7,0,7,
Oregon,Pac-12,Auburn,SEC,401110722,4011107223,3,False,1,44,44,"{'minutes': 8, 'seconds': 34}",1,2,2,"{'minutes': 4, 'seconds': 42}",10,42,MISSED FG,False,7,0,7,0,
Auburn,SEC,Oregon,Pac-12,401110722,4011107224,4,True,1,20,80,"{'minutes': 4, 'seconds': 42}",1,78,22,"{'minutes': 3, 'seconds': 17}",6,58,FG,True,0,7,3,7,
Oregon,Pac-12,Auburn,SEC,401110722,4011107225,5,True,1,75,75,"{'minutes': 3, 'seconds': 17}",1,0,0,"{'minutes': 2, 'seconds': 11}",3,75,TD,False,7,3,14,3,
Auburn,SEC,Oregon,Pac-12,401110722,4011107226,6,False,1,20,80,"{'minutes': 2, 'seconds': 11}",2,85,15,"{'minutes': 12, 'seconds': 31}",11,65,INT,True,3,14,3,14,
Oregon,Pac-12,Auburn,SEC,401110722,4011107227,7,False,2,88,88,"{'minutes': 12, 'seconds': 31}",2,72,72,"{'minutes': 9, 'seconds': 16}",5,16,PUNT,False,14,3,14,3,
Auburn,SEC,Oregon,Pac-12,401110722,4011107228,8,False,2,13,87,"{'minutes': 9, 'seconds': 16}",2,41,59,"{'minutes': 6, 'seconds': 31}",5,28,PUNT,True,3,14,3,14,
Oregon,Pac-12,Auburn,SEC,401110722,4011107229,9,False,2,9,9,"{'minutes': 6, 'seconds': 31}",2,9,9,"{'minutes': 6, 'seconds': 15}",1,-5,FUMBLE,False,14,3,14,3,
Auburn,SEC,Oregon,Pac-12,401110722,40111072210,10,True,2,97,3,"{'minutes': 6, 'seconds': 15}",2,93,7,"{'minutes': 4, 'seconds': 41}",4,-4,FG,True,3,14,6,14,
Oregon,Pac-12,Auburn,SEC,401110722,40111072211,11,False,2,75,75,"{'minutes': 4, 'seconds': 41}",2,80,80,"{'minutes': 2, 'seconds': 5}",3,-5,PUNT,False,14,6,14,6,
Auburn,SEC,Oregon,Pac-12,401110722,40111072212,12,False,2,26,74,"{'minutes': 2, 'seconds': 5}",2,46,54,"{'minutes': 1, 'seconds': 34}",2,20,INT,True,6,14,6,14,
Oregon,Pac-12,Auburn,SEC,401110722,40111072213,13,False,2,75,75,"{'minutes': 1, 'seconds': 34}",2,71,71,"{'seconds': 52, 'minutes': 0}",3,4,PUNT,False,14,6,14,6,
Auburn,SEC,Oregon,Pac-12,401110722,40111072214,14,False,2,74,26,"{'seconds': 52, 'minutes': 0}",2,76,24,"{'seconds': 8, 'minutes': 0}",7,2,MISSED FG,True,6,14,6,14,
Oregon,Pac-12,Auburn,SEC,401110722,40111072215,15,False,2,76,76,"{'seconds': 8, 'minutes': 0}",2,81,81,"{'minutes': 0, 'seconds': 0}",1,-5,END OF HALF,False,14,6,14,6,
Auburn,SEC,Oregon,Pac-12,401110722,40111072216,16,False,3,25,75,"{'minutes': 15, 'seconds': 0}",3,26,74,"{'minutes': 12, 'seconds': 51}",3,1,PUNT,True,6,14,6,14,
Oregon,Pac-12,Auburn,SEC,401110722,40111072217,17,True,3,53,53,"{'minutes': 12, 'seconds': 51}",3,0,0,"{'minutes': 9, 'seconds': 23}",9,53,TD,False,14,6,21,6,
Auburn,SEC,Oregon,Pac-12,401110722,40111072218,18,False,3,25,75,"{'minutes': 9, 'seconds': 23}",3,36,64,"{'minutes': 7, 'seconds': 2}",6,11,PUNT,True,6,21,6,21,
Oregon,Pac-12,Auburn,SEC,401110722,40111072219,19,False,3,80,80,"{'minutes': 7, 'seconds': 2}",3,79,79,"{'minutes': 5, 'seconds': 31}",3,1,PUNT,False,21,6,21,6,
Auburn,SEC,Oregon,Pac-12,401110722,40111072220,20,True,3,42,58,"{'minutes': 5, 'seconds': 31}",3,100,0,"{'minutes': 4, 'seconds': 20}",4,58,TD,True,6,21,13,21,
Oregon,Pac-12,Auburn,SEC,401110722,40111072221,21,False,3,75,75,"{'minutes': 4, 'seconds': 20}",3,52,52,"{'minutes': 1, 'seconds': 48}",5,23,PUNT,False,21,13,21,13,
Auburn,SEC,Oregon,Pac-12,401110722,40111072222,22,False,3,20,80,"{'minutes': 1, 'seconds': 48}",4,38,62,"{'minutes': 14, 'seconds': 15}",5,18,PUNT,True,13,21,13,21,
Oregon,Pac-12,Auburn,SEC,401110722,40111072223,23,False,4,81,81,"{'minutes': 14, 'seconds': 15}",4,76,76,"{'minutes': 12, 'seconds': 44}",3,5,PUNT,False,21,13,21,13,
Auburn,SEC,Oregon,Pac-12,401110722,40111072224,24,True,4,31,69,"{'minutes': 12, 'seconds': 44}",4,100,0,"{'minutes': 9, 'seconds': 48}",8,69,TD,True,13,21,20,21,
Oregon,Pac-12,Auburn,SEC,401110722,40111072225,25,False,4,75,75,"{'minutes': 9, 'seconds': 48}",4,41,41,"{'minutes': 5, 'seconds': 30}",8,33,DOWNS,False,21,20,21,20,
Auburn,SEC,Oregon,Pac-12,401110722,40111072226,26,False,4,42,58,"{'minutes': 5, 'seconds': 30}",4,42,58,"{'minutes': 4, 'seconds': 31}",3,0,PUNT,True,20,21,20,21,
Oregon,Pac-12,Auburn,SEC,401110722,40111072227,27,False,4,82,82,"{'minutes': 4, 'seconds': 31}",4,69,69,"{'minutes': 2, 'seconds': 14}",5,13,PUNT,False,21,20,21,20,
Auburn,SEC,Oregon,Pac-12,401110722,40111072228,28,True,4,40,60,"{'minutes': 2, 'seconds': 14}",4,100,0,"{'seconds': 9, 'minutes': 0}",11,60,TD,True,20,21,27,21,
Oregon,Pac-12,Auburn,SEC,401110722,40111072229,29,False,4,36,36,"{'seconds': 9, 'minutes': 0}",4,36,36,"{'minutes': 0, 'seconds': 0}",1,0,END OF GAME,False,21,27,21,27,
Miami,ACC,Florida,SEC,401110723,4011107231,1,True,1,75,75,"{'minutes': 15, 'seconds': 0}",1,19,19,"{'minutes': 9, 'seconds': 37}",9,56,FG,False,0,0,3,0,
Florida,SEC,Miami,ACC,401110723,4011107232,2,True,1,21,79,"{'minutes': 9, 'seconds': 37}",1,100,0,"{'minutes': 7, 'seconds': 37}",5,79,TD,True,0,3,7,3,
Miami,ACC,Florida,SEC,401110723,4011107233,3,False,1,75,75,"{'minutes': 7, 'seconds': 37}",1,79,79,"{'minutes': 4, 'seconds': 59}",3,-5,PUNT,False,3,7,3,7,
Florida,SEC,Miami,ACC,401110723,4011107234,4,False,1,40,60,"{'minutes': 4, 'seconds': 59}",2,93,7,"{'minutes': 13, 'seconds': 18}",12,51,FUMBLE,True,7,3,7,3,
Miami,ACC,Florida,SEC,401110723,4011107235,5,False,2,91,91,"{'minutes': 13, 'seconds': 18}",2,93,93,"{'minutes': 11, 'seconds': 41}",3,-2,PUNT,False,3,7,3,7,
Florida,SEC,Miami,ACC,401110723,4011107236,6,False,2,60,40,"{'minutes': 11, 'seconds': 41}",2,63,37,"{'minutes': 10, 'seconds': 46}",2,-8,FUMBLE,True,7,3,7,3,
Miami,ACC,Florida,SEC,401110723,4011107237,7,True,2,52,52,"{'minutes': 10, 'seconds': 46}",2,25,25,"{'minutes': 8, 'seconds': 26}",5,27,FG,False,3,7,6,7,
Florida,SEC,Miami,ACC,401110723,4011107238,8,False,2,33,67,"{'minutes': 8, 'seconds': 26}",2,40,60,"{'minutes': 6, 'seconds': 53}",3,7,PUNT,True,7,6,7,6,
Miami,ACC,Florida,SEC,401110723,4011107239,9,True,2,90,90,"{'minutes': 6, 'seconds': 53}",2,0,0,"{'seconds': 45, 'minutes': 0}",12,90,TD,False,6,7,13,7,
Florida,SEC,Miami,ACC,401110723,40111072310,10,False,2,25,75,"{'seconds': 45, 'minutes': 0}",2,40,60,"{'minutes': 0, 'seconds': 0}",4,15,END OF HALF,True,7,13,7,13,
Florida,SEC,Miami,ACC,401110723,40111072311,11,False,3,25,75,"{'minutes': 15, 'seconds': 0}",3,57,43,"{'minutes': 11, 'seconds': 35}",6,32,PUNT,True,7,13,7,13,
Miami,ACC,Florida,SEC,401110723,40111072312,12,False,3,95,95,"{'minutes': 11, 'seconds': 35}",3,96,96,"{'minutes': 9, 'seconds': 55}",3,-1,PUNT,False,13,7,13,7,
Florida,SEC,Miami,ACC,401110723,40111072313,13,True,3,58,42,"{'minutes': 9, 'seconds': 55}",3,91,9,"{'minutes': 6, 'seconds': 30}",9,33,FG,True,7,13,10,13,
Miami,ACC,Florida,SEC,401110723,40111072314,14,False,3,75,75,"{'minutes': 6, 'seconds': 30}",3,71,71,"{'minutes': 2, 'seconds': 45}",6,4,PUNT,False,13,10,13,10,
Florida,SEC,Miami,ACC,401110723,40111072315,15,False,3,20,80,"{'minutes': 2, 'seconds': 45}",3,42,58,"{'minutes': 1, 'seconds': 20}",4,22,FUMBLE,True,10,13,10,13,
Florida,SEC,Miami,ACC,401110723,40111072316,16,True,3,89,11,"{'minutes': 1, 'seconds': 20}",3,100,0,"{'seconds': 30, 'minutes': 0}",3,11,TD,True,10,13,17,13,
Miami,ACC,Florida,SEC,401110723,40111072317,17,True,3,75,75,"{'seconds': 30, 'minutes': 0}",4,0,0,"{'minutes': 14, 'seconds': 15}",3,75,TD,False,13,17,20,17,
Florida,SEC,Miami,ACC,401110723,40111072318,18,False,4,25,75,"{'minutes': 14, 'seconds': 15}",4,24,76,"{'minutes': 13, 'seconds': 19}",2,-1,INT,True,17,20,17,20,
Miami,ACC,Florida,SEC,401110723,40111072319,19,False,4,25,25,"{'minutes': 13, 'seconds': 19}",4,11,11,"{'minutes': 9, 'seconds': 48}",8,15,MISSED FG,False,20,17,20,17,
Florida,SEC,Miami,ACC,401110723,40111072320,20,True,4,20,80,"{'minutes': 9, 'seconds': 48}",4,100,0,"{'minutes': 8, 'seconds': 18}",4,80,TD,True,17,20,24,20,
Miami,ACC,Florida,SEC,401110723,40111072321,21,False,4,65,65,"{'minutes': 8, 'seconds': 18}",4,30,30,"{'minutes': 4, 'seconds': 30}",7,29,DOWNS,False,20,24,20,24,
Florida,SEC,Miami,ACC,401110723,40111072322,22,False,4,36,64,"{'minutes': 4, 'seconds': 30}",4,36,64,"{'minutes': 4, 'seconds': 20}",1,0,INT,True,24,20,24,20,
Miami,ACC,Florida,SEC,401110723,40111072323,23,False,4,25,25,"{'minutes': 4, 'seconds': 20}",4,26,26,"{'seconds': 12, 'minutes': 0}",10,-2,DOWNS,False,20,24,20,24,
Florida,SEC,Miami,ACC,401110723,40111072324,24,False,4,26,74,"{'seconds': 12, 'minutes': 0}",4,24,76,"{'minutes': 0, 'seconds': 0}",1,-2,END OF GAME,True,24,20,24,20,
Toledo,Mid-American,Kentucky,SEC,401110724,4011107241,1,True,1,63,63,"{'minutes': 15, 'seconds': 0}",1,0,0,"{'minutes': 12, 'seconds': 15}",7,63,TD,False,0,0,7,0,
Kentucky,SEC,Toledo,Mid-American,401110724,4011107242,2,False,1,30,70,"{'minutes': 12, 'seconds': 9}",1,25,75,"{'minutes': 10, 'seconds': 38}",3,-5,PUNT,True,0,7,0,7,
Toledo,Mid-American,Kentucky,SEC,401110724,4011107243,3,False,1,80,80,"{'minutes': 10, 'seconds': 38}",1,44,44,"{'minutes': 6, 'seconds': 37}",8,36,PUNT,False,7,0,7,0,
Kentucky,SEC,Toledo,Mid-American,401110724,4011107244,4,True,1,3,97,"{'minutes': 6, 'seconds': 37}",2,100,0,"{'minutes': 14, 'seconds': 55}",14,97,TD,True,0,7,7,7,
Toledo,Mid-American,Kentucky,SEC,401110724,4011107245,5,True,2,75,75,"{'minutes': 14, 'seconds': 55}",2,0,0,"{'minutes': 11, 'seconds': 31}",7,75,TD,False,7,7,14,7,
Kentucky,SEC,Toledo,Mid-American,401110724,4011107246,6,False,2,24,76,"{'minutes': 11, 'seconds': 25}",2,22,78,"{'minutes': 9, 'seconds': 36}",3,-2,PUNT,True,7,14,7,14,
Toledo,Mid-American,Kentucky,SEC,401110724,4011107247,7,False,2,87,87,"{'minutes': 9, 'seconds': 36}",2,93,93,"{'minutes': 7, 'seconds': 0}",3,-6,PUNT,False,14,7,14,7,
Kentucky,SEC,Toledo,Mid-American,401110724,4011107248,8,True,2,44,56,"{'minutes': 7, 'seconds': 0}",2,100,0,"{'minutes': 6, 'seconds': 1}",3,56,TD,True,7,14,14,14,
Toledo,Mid-American,Kentucky,SEC,401110724,4011107249,9,False,2,75,75,"{'minutes': 6, 'seconds': 1}",2,50,50,"{'minutes': 3, 'seconds': 21}",6,25,PUNT,False,14,14,14,14,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072410,10,False,2,24,76,"{'minutes': 3, 'seconds': 21}",2,51,49,"{'minutes': 1, 'seconds': 21}",4,27,PUNT,True,14,14,14,14,
Toledo,Mid-American,Kentucky,SEC,401110724,40111072411,11,False,2,97,97,"{'minutes': 1, 'seconds': 21}",2,79,79,"{'minutes': 0, 'seconds': 0}",3,18,END OF HALF,False,14,14,14,14,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072412,12,False,3,9,91,"{'minutes': 14, 'seconds': 53}",3,18,82,"{'minutes': 13, 'seconds': 8}",3,9,PUNT,True,14,14,14,14,
Toledo,Mid-American,Kentucky,SEC,401110724,40111072413,13,False,3,71,71,"{'minutes': 13, 'seconds': 8}",3,66,66,"{'minutes': 13, 'seconds': 1}",1,5,FUMBLE,False,14,14,14,14,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072414,14,True,3,66,34,"{'minutes': 13, 'seconds': 1}",3,72,28,"{'minutes': 11, 'seconds': 33}",4,6,FG,True,14,14,17,14,
Toledo,Mid-American,Kentucky,SEC,401110724,40111072415,15,False,3,74,74,"{'minutes': 11, 'seconds': 27}",3,73,73,"{'minutes': 9, 'seconds': 40}",3,1,PUNT,False,14,17,14,17,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072416,16,True,3,33,67,"{'minutes': 9, 'seconds': 40}",3,100,0,"{'minutes': 7, 'seconds': 17}",5,67,TD,True,17,14,24,14,
Toledo,Mid-American,Kentucky,SEC,401110724,40111072417,17,False,3,75,75,"{'minutes': 7, 'seconds': 17}",3,67,67,"{'minutes': 5, 'seconds': 48}",3,8,PUNT,False,14,24,14,24,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072418,18,False,3,17,83,"{'minutes': 5, 'seconds': 48}",3,62,38,"{'minutes': 5, 'seconds': 5}",3,45,FUMBLE,True,24,14,24,14,
Toledo,Mid-American,Kentucky,SEC,401110724,40111072419,19,True,3,62,62,"{'minutes': 5, 'seconds': 5}",3,29,29,"{'minutes': 3, 'seconds': 7}",5,33,FG,False,14,24,17,24,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072420,20,False,3,25,75,"{'minutes': 3, 'seconds': 7}",3,30,70,"{'minutes': 0, 'seconds': 0}",5,5,PUNT,True,24,17,24,17,
Toledo,Mid-American,Kentucky,SEC,401110724,40111072421,21,False,4,83,83,"{'minutes': 15, 'seconds': 0}",4,63,63,"{'minutes': 13, 'seconds': 36}",4,20,PUNT,False,17,24,17,24,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072422,22,False,4,4,96,"{'minutes': 13, 'seconds': 36}",4,11,89,"{'minutes': 11, 'seconds': 45}",3,7,PUNT,True,24,17,24,17,
Toledo,Mid-American,Kentucky,SEC,401110724,40111072423,23,False,4,67,67,"{'minutes': 11, 'seconds': 45}",4,47,47,"{'minutes': 10, 'seconds': 17}",4,20,PUNT,False,17,24,17,24,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072424,24,True,4,8,92,"{'minutes': 10, 'seconds': 17}",4,100,0,"{'minutes': 8, 'seconds': 26}",7,92,TD,True,24,17,31,17,
Toledo,Mid-American,Kentucky,SEC,401110724,40111072425,25,False,4,75,75,"{'minutes': 8, 'seconds': 26}",4,67,67,"{'minutes': 7, 'seconds': 41}",2,8,INT,False,17,31,17,31,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072426,26,True,4,67,33,"{'minutes': 7, 'seconds': 41}",4,100,0,"{'minutes': 5, 'seconds': 32}",5,33,TD,True,31,17,38,17,
Toledo,Mid-American,Kentucky,SEC,401110724,40111072427,27,False,4,75,75,"{'minutes': 5, 'seconds': 32}",4,75,75,"{'minutes': 3, 'seconds': 30}",3,0,PUNT,False,17,38,17,38,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072428,28,False,4,45,55,"{'minutes': 3, 'seconds': 30}",4,41,59,"{'minutes': 2, 'seconds': 24}",2,-4,FUMBLE,True,38,17,38,17,
Toledo,Mid-American,Kentucky,SEC,401110724,40111072429,29,True,4,41,41,"{'minutes': 2, 'seconds': 24}",4,0,0,"{'minutes': 1, 'seconds': 2}",6,41,TD,False,17,38,24,38,
Kentucky,SEC,Toledo,Mid-American,401110724,40111072430,30,False,4,58,42,"{'minutes': 1, 'seconds': 0}",4,57,43,"{'minutes': 0, 'seconds': 0}",2,-1,END OF GAME,True,38,24,38,24,
LSU,SEC,Georgia Southern,Sun Belt,401110725,4011107251,1,True,1,25,75,"{'minutes': 15, 'seconds': 0}",1,100,0,"{'minutes': 12, 'seconds': 36}",6,75,TD,True,0,0,7,0,
