_season,_id,_name,_position,_team,_conference,_usage,discriminator
2013,517475,Johnny Manziel,QB,Texas A&M,SEC,"{'overall': 0.4388, 'pass': 0.852, 'rush': 0, 'firstDown': 0.4384, 'secondDown': 0.448, 'thirdDown': 0.465, 'standardDowns': 0.411, 'passingDowns': 0.518}",
2013,500554,Tanner Price,QB,Wake Forest,ACC,"{'overall': 0.4372, 'pass': 0.8267, 'rush': 0, 'firstDown': 0.4458, 'secondDown': 0.391, 'thirdDown': 0.52, 'standardDowns': 0.392, 'passingDowns': 0.525}",
2013,504700,Taylor Kelly,QB,Arizona State,Pac-12,"{'overall': 0.4337, 'pass': 0.9529, 'rush': 0, 'firstDown': 0.3899, 'secondDown': 0.436, 'thirdDown': 0.593, 'standardDowns': 0.378, 'passingDowns': 0.571}",
2013,534849,Paxton Lynch,QB,Memphis,American Athletic,"{'overall': 0.4336, 'pass': 0.9402, 'rush': 0, 'firstDown': 0.3584, 'secondDown': 0.462, 'thirdDown': 0.577, 'standardDowns': 0.367, 'passingDowns': 0.583}",
2013,531455,Cooper Rush,QB,Central Michigan,Mid-American,"{'overall': 0.4296, 'pass': 0.8906, 'rush': 0, 'firstDown': 0.3421, 'secondDown': 0.471, 'thirdDown': 0.575, 'standardDowns': 0.316, 'passingDowns': 0.659}",
2013,552329,Christian Hackenberg,QB,Penn State,Big Ten,"{'overall': 0.4269, 'pass': 0.9436, 'rush': 0, 'firstDown': 0.2921, 'secondDown': 0.512, 'thirdDown': 0.639, 'standardDowns': 0.324, 'passingDowns': 0.689}",
2013,480981,Corey Robinson,QB,Troy,Sun Belt,"{'overall': 0.4259, 'pass': 0.807, 'rush': 0, 'firstDown': 0.4226, 'secondDown': 0.42, 'thirdDown': 0.461, 'standardDowns': 0.393, 'passingDowns': 0.498}",
2013,505719,Blake Bortles,QB,UCF,American Athletic,"{'overall': 0.4254, 'pass': 0.9231, 'rush': 0, 'firstDown': 0.3734, 'secondDown': 0.439, 'thirdDown': 0.601, 'standardDowns': 0.359, 'passingDowns': 0.593}",
2013,500990,Bo Wallace,QB,Ole Miss,SEC,"{'overall': 0.421, 'pass': 0.871, 'rush': 0, 'firstDown': 0.331, 'secondDown': 0.483, 'thirdDown': 0.552, 'standardDowns': 0.326, 'passingDowns': 0.641}",
2013,545550,John O'Korn,QB,Houston,American Athletic,"{'overall': 0.4176, 'pass': 0.7629, 'rush': 0, 'firstDown': 0.4069, 'secondDown': 0.394, 'thirdDown': 0.527, 'standardDowns': 0.382, 'passingDowns': 0.488}",
2013,501142,Stephen Morris,QB,Miami,ACC,"{'overall': 0.4147, 'pass': 0.8827, 'rush': 0, 'firstDown': 0.3285, 'secondDown': 0.425, 'thirdDown': 0.653, 'standardDowns': 0.339, 'passingDowns': 0.592}",
2013,480239,Logan Thomas,QB,Virginia Tech,ACC,"{'overall': 0.4144, 'pass': 0.872, 'rush': 0, 'firstDown': 0.3325, 'secondDown': 0.426, 'thirdDown': 0.614, 'standardDowns': 0.323, 'passingDowns': 0.593}",
2013,504866,Brandon Doughty,QB,Western Kentucky,Conference USA,"{'overall': 0.4128, 'pass': 0.8655, 'rush': 0, 'firstDown': 0.4057, 'secondDown': 0.38, 'thirdDown': 0.535, 'standardDowns': 0.356, 'passingDowns': 0.547}",
2013,481338,Caleb Herring,QB,UNLV,Mountain West,"{'overall': 0.4081, 'pass': 0.8224, 'rush': 0, 'firstDown': 0.3966, 'secondDown': 0.369, 'thirdDown': 0.552, 'standardDowns': 0.356, 'passingDowns': 0.523}",
2013,511361,David Watford,QB,Virginia,ACC,"{'overall': 0.4054, 'pass': 0.7831, 'rush': 0, 'firstDown': 0.3392, 'secondDown': 0.371, 'thirdDown': 0.606, 'standardDowns': 0.325, 'passingDowns': 0.551}",
2013,489481,Tyler Tettleton,QB,Ohio,Mid-American,"{'overall': 0.404, 'pass': 0.8456, 'rush': 0, 'firstDown': 0.3081, 'secondDown': 0.424, 'thirdDown': 0.625, 'standardDowns': 0.318, 'passingDowns': 0.589}",
2013,513614,Joe Licata,QB,Buffalo,Mid-American,"{'overall': 0.4035, 'pass': 0.9132, 'rush': 0, 'firstDown': 0.3598, 'secondDown': 0.375, 'thirdDown': 0.571, 'standardDowns': 0.342, 'passingDowns': 0.534}",
2013,482756,Sean Schroeder,QB,Hawai'i,Mountain West,"{'overall': 0.3968, 'pass': 0.7049, 'rush': 0, 'firstDown': 0.3688, 'secondDown': 0.357, 'thirdDown': 0.534, 'standardDowns': 0.361, 'passingDowns': 0.471}",
2013,480215,AJ McCarron,QB,Alabama,SEC,"{'overall': 0.3961, 'pass': 0.9018, 'rush': 0, 'firstDown': 0.3995, 'secondDown': 0.317, 'thirdDown': 0.588, 'standardDowns': 0.347, 'passingDowns': 0.521}",
2013,531276,Andrew McDonald,QB,New Mexico State,FBS Independents,"{'overall': 0.3953, 'pass': 0.8159, 'rush': 0, 'firstDown': 0.3139, 'secondDown': 0.441, 'thirdDown': 0.545, 'standardDowns': 0.346, 'passingDowns': 0.498}",
2013,530308,Jameis Winston,QB,Florida State,ACC,"{'overall': 0.3953, 'pass': 0.84, 'rush': 0, 'firstDown': 0.3717, 'secondDown': 0.409, 'thirdDown': 0.504, 'standardDowns': 0.341, 'passingDowns': 0.519}",
2013,513329,Cody Kessler,QB,USC,Pac-12,"{'overall': 0.3951, 'pass': 0.9137, 'rush': 0, 'firstDown': 0.289, 'secondDown': 0.423, 'thirdDown': 0.627, 'standardDowns': 0.296, 'passingDowns': 0.605}",
2013,514045,Alex Ross,QB,Coastal Carolina,Sun Belt,"{'overall': 0.3934, 'pass': 0.7059, 'rush': 0, 'firstDown': 0.4, 'secondDown': 0.368, 'thirdDown': 0.467, 'standardDowns': 0.39, 'passingDowns': 0.4}",
2013,486785,Eric Soza,QB,UT San Antonio,Conference USA,"{'overall': 0.3919, 'pass': 0.7809, 'rush': 0, 'firstDown': 0.3616, 'secondDown': 0.397, 'thirdDown': 0.49, 'standardDowns': 0.347, 'passingDowns': 0.492}",
2013,511459,Marcus Mariota,QB,Oregon,Pac-12,"{'overall': 0.3916, 'pass': 0.9328, 'rush': 0, 'firstDown': 0.3796, 'secondDown': 0.428, 'thirdDown': 0.371, 'standardDowns': 0.349, 'passingDowns': 0.498}",
2013,482594,Taysom Hill,QB,BYU,FBS Independents,"{'overall': 0.3915, 'pass': 0.9582, 'rush': 0, 'firstDown': 0.3392, 'secondDown': 0.394, 'thirdDown': 0.534, 'standardDowns': 0.347, 'passingDowns': 0.479}",
2013,547570,Quinn Kaehler,QB,San Diego State,Mountain West,"{'overall': 0.3912, 'pass': 0.7937, 'rush': 0, 'firstDown': 0.3021, 'secondDown': 0.393, 'thirdDown': 0.596, 'standardDowns': 0.292, 'passingDowns': 0.589}",
2013,480221,Tajh Boyd,QB,Clemson,ACC,"{'overall': 0.3876, 'pass': 0.8164, 'rush': 0, 'firstDown': 0.3603, 'secondDown': 0.404, 'thirdDown': 0.472, 'standardDowns': 0.342, 'passingDowns': 0.512}",
2013,531864,Colin Reardon,WR,Kent State,Mid-American,"{'overall': 0.3865, 'pass': 0.842, 'rush': 0, 'firstDown': 0.3374, 'secondDown': 0.399, 'thirdDown': 0.516, 'standardDowns': 0.316, 'passingDowns': 0.532}",
2013,511982,Brett Hundley,QB,UCLA,Pac-12,"{'overall': 0.3847, 'pass': 0.9208, 'rush': 0, 'firstDown': 0.309, 'secondDown': 0.416, 'thirdDown': 0.547, 'standardDowns': 0.294, 'passingDowns': 0.587}",
2013,501543,Devin Gardner,QB,Michigan,Big Ten,"{'overall': 0.3844, 'pass': 0.8449, 'rush': 0, 'firstDown': 0.2914, 'secondDown': 0.451, 'thirdDown': 0.543, 'standardDowns': 0.299, 'passingDowns': 0.557}",
2013,377963,Brendon Kay,QB,Cincinnati,American Athletic,"{'overall': 0.3798, 'pass': 0.7914, 'rush': 0, 'firstDown': 0.3302, 'secondDown': 0.362, 'thirdDown': 0.565, 'standardDowns': 0.314, 'passingDowns': 0.533}",
2013,480746,Bryce Petty,QB,Baylor,Big 12,"{'overall': 0.3756, 'pass': 0.8959, 'rush': 0, 'firstDown': 0.3783, 'secondDown': 0.356, 'thirdDown': 0.451, 'standardDowns': 0.319, 'passingDowns': 0.516}",
2013,481027,Derek Thompson,QB,North Texas,Conference USA,"{'overall': 0.375, 'pass': 0.8921, 'rush': 0, 'firstDown': 0.291, 'secondDown': 0.408, 'thirdDown': 0.544, 'standardDowns': 0.29, 'passingDowns': 0.577}",
2013,530824,B.J. Denker,QB,Arizona,Pac-12,"{'overall': 0.3712, 'pass': 0.9864, 'rush': 0, 'firstDown': 0.3121, 'secondDown': 0.401, 'thirdDown': 0.473, 'standardDowns': 0.311, 'passingDowns': 0.53}",
2013,482142,Jordan Lynch,QB,Northern Illinois,Mid-American,"{'overall': 0.3665, 'pass': 0.9538, 'rush': 0, 'firstDown': 0.3433, 'secondDown': 0.422, 'thirdDown': 0.389, 'standardDowns': 0.313, 'passingDowns': 0.525}",
2013,501241,Cody Fajardo,QB,Nevada,Mountain West,"{'overall': 0.3639, 'pass': 0.8446, 'rush': 0, 'firstDown': 0.3063, 'secondDown': 0.39, 'thirdDown': 0.474, 'standardDowns': 0.293, 'passingDowns': 0.512}",
2013,512705,Connor Cook,QB,Michigan State,Big Ten,"{'overall': 0.3616, 'pass': 0.8456, 'rush': 0, 'firstDown': 0.2579, 'secondDown': 0.404, 'thirdDown': 0.573, 'standardDowns': 0.266, 'passingDowns': 0.577}",
2013,514230,Joel Stave,QB,Wisconsin,Big Ten,"{'overall': 0.3603, 'pass': 0.9247, 'rush': 0, 'firstDown': 0.3247, 'secondDown': 0.282, 'thirdDown': 0.643, 'standardDowns': 0.308, 'passingDowns': 0.507}",
2013,480210,Aaron Murray,QB,Georgia,SEC,"{'overall': 0.3587, 'pass': 0.7442, 'rush': 0, 'firstDown': 0.346, 'secondDown': 0.348, 'thirdDown': 0.471, 'standardDowns': 0.325, 'passingDowns': 0.431}",
2013,518380,Jake Rudock,QB,Iowa,Big Ten,"{'overall': 0.3587, 'pass': 0.904, 'rush': 0, 'firstDown': 0.3057, 'secondDown': 0.321, 'thirdDown': 0.569, 'standardDowns': 0.28, 'passingDowns': 0.541}",
2013,550170,Danny Etling,QB,Purdue,Big Ten,"{'overall': 0.3584, 'pass': 0.6049, 'rush': 0, 'firstDown': 0.3014, 'secondDown': 0.391, 'thirdDown': 0.428, 'standardDowns': 0.308, 'passingDowns': 0.452}",
2013,501571,Logan Kilgore,QB,Middle Tennessee,Conference USA,"{'overall': 0.3575, 'pass': 0.8203, 'rush': 0, 'firstDown': 0.2799, 'secondDown': 0.411, 'thirdDown': 0.477, 'standardDowns': 0.274, 'passingDowns': 0.551}",
2013,480251,Zach Mettenberger,QB,LSU,SEC,"{'overall': 0.3462, 'pass': 0.8878, 'rush': 0, 'firstDown': 0.3025, 'secondDown': 0.281, 'thirdDown': 0.604, 'standardDowns': 0.28, 'passingDowns': 0.494}",
2013,481248,Kolton Browning,QB,Louisiana Monroe,Sun Belt,"{'overall': 0.3438, 'pass': 0.6152, 'rush': 0, 'firstDown': 0.3364, 'secondDown': 0.308, 'thirdDown': 0.418, 'standardDowns': 0.317, 'passingDowns': 0.389}",
2013,535825,Nate Sudfeld,QB,Indiana,Big Ten,"{'overall': 0.3396, 'pass': 0.6713, 'rush': 0, 'firstDown': 0.3195, 'secondDown': 0.324, 'thirdDown': 0.442, 'standardDowns': 0.301, 'passingDowns': 0.426}",
2013,518344,Gary Nova,QB,Rutgers,Big Ten,"{'overall': 0.3377, 'pass': 0.6706, 'rush': 0, 'firstDown': 0.3019, 'secondDown': 0.31, 'thirdDown': 0.491, 'standardDowns': 0.298, 'passingDowns': 0.414}",
2013,482599,Keith Price,QB,Washington,Pac-12,"{'overall': 0.3354, 'pass': 0.8196, 'rush': 0, 'firstDown': 0.3175, 'secondDown': 0.335, 'thirdDown': 0.425, 'standardDowns': 0.299, 'passingDowns': 0.416}",
2013,500419,Trevor Siemian,QB,Northwestern,Big Ten,"{'overall': 0.3325, 'pass': 0.7671, 'rush': 0, 'firstDown': 0.2892, 'secondDown': 0.339, 'thirdDown': 0.441, 'standardDowns': 0.292, 'passingDowns': 0.435}",
2013,481587,Ross Metheny,QB,South Alabama,Sun Belt,"{'overall': 0.3302, 'pass': 0.7407, 'rush': 0, 'firstDown': 0.3085, 'secondDown': 0.294, 'thirdDown': 0.491, 'standardDowns': 0.275, 'passingDowns': 0.436}",
2013,481988,Austyn Carta-Samuels,QB,Vanderbilt,SEC,"{'overall': 0.3264, 'pass': 0.7341, 'rush': 0, 'firstDown': 0.3267, 'secondDown': 0.315, 'thirdDown': 0.379, 'standardDowns': 0.276, 'passingDowns': 0.438}",
2013,515915,Brandon Allen,QB,Arkansas,SEC,"{'overall': 0.3204, 'pass': 0.8451, 'rush': 0, 'firstDown': 0.2229, 'secondDown': 0.313, 'thirdDown': 0.563, 'standardDowns': 0.238, 'passingDowns': 0.504}",
2013,516357,Kevin Hogan,QB,Stanford,Pac-12,"{'overall': 0.3188, 'pass': 0.9343, 'rush': 0, 'firstDown': 0.2591, 'secondDown': 0.325, 'thirdDown': 0.475, 'standardDowns': 0.265, 'passingDowns': 0.448}",
2013,552880,Nick Mullens,QB,Southern Mississippi,Conference USA,"{'overall': 0.3165, 'pass': 0.5247, 'rush': 0, 'firstDown': 0.2611, 'secondDown': 0.363, 'thirdDown': 0.373, 'standardDowns': 0.251, 'passingDowns': 0.43}",
2013,501046,Anthony Boone,QB,Duke,ACC,"{'overall': 0.3161, 'pass': 0.6808, 'rush': 0, 'firstDown': 0.2791, 'secondDown': 0.309, 'thirdDown': 0.449, 'standardDowns': 0.27, 'passingDowns': 0.437}",
2013,501941,Case McCoy,QB,Texas,Big 12,"{'overall': 0.3154, 'pass': 0.7415, 'rush': 0, 'firstDown': 0.2346, 'secondDown': 0.279, 'thirdDown': 0.552, 'standardDowns': 0.252, 'passingDowns': 0.445}",
2013,501665,Chase Rettig,QB,Boston College,ACC,"{'overall': 0.3148, 'pass': 0.937, 'rush': 0, 'firstDown': 0.2043, 'secondDown': 0.296, 'thirdDown': 0.591, 'standardDowns': 0.231, 'passingDowns': 0.488}",
2013,516958,Adam Kennedy,QB,Arkansas State,Sun Belt,"{'overall': 0.3131, 'pass': 0.7837, 'rush': 0, 'firstDown': 0.2663, 'secondDown': 0.339, 'thirdDown': 0.418, 'standardDowns': 0.254, 'passingDowns': 0.457}",
2013,550158,Jake Waters,QB,Kansas State,Big 12,"{'overall': 0.3128, 'pass': 0.8213, 'rush': 0, 'firstDown': 0.2436, 'secondDown': 0.351, 'thirdDown': 0.461, 'standardDowns': 0.244, 'passingDowns': 0.476}",
2013,550386,Davis Webb,QB,Texas Tech,Big 12,"{'overall': 0.3127, 'pass': 0.4912, 'rush': 0, 'firstDown': 0.2816, 'secondDown': 0.344, 'thirdDown': 0.368, 'standardDowns': 0.295, 'passingDowns': 0.351}",
2013,501563,Jake Heaps,QB,Kansas,Big 12,"{'overall': 0.31, 'pass': 0.7649, 'rush': 0, 'firstDown': 0.2601, 'secondDown': 0.304, 'thirdDown': 0.427, 'standardDowns': 0.242, 'passingDowns': 0.426}",
2013,531316,Ryan Higgins,QB,Louisiana Tech,Conference USA,"{'overall': 0.3082, 'pass': 0.5789, 'rush': 0, 'firstDown': 0.2821, 'secondDown': 0.313, 'thirdDown': 0.387, 'standardDowns': 0.258, 'passingDowns': 0.405}",
2013,480846,C.J. Brown,QB,Maryland,Big Ten,"{'overall': 0.3063, 'pass': 0.6591, 'rush': 0, 'firstDown': 0.2725, 'secondDown': 0.309, 'thirdDown': 0.419, 'standardDowns': 0.271, 'passingDowns': 0.371}",
2013,532645,Zach Terrell,QB,Western Michigan,Mid-American,"{'overall': 0.3016, 'pass': 0.5657, 'rush': 0, 'firstDown': 0.287, 'secondDown': 0.29, 'thirdDown': 0.371, 'standardDowns': 0.257, 'passingDowns': 0.387}",
2013,482478,Taylor McHargue,QB,Rice,Conference USA,"{'overall': 0.3016, 'pass': 0.9021, 'rush': 0, 'firstDown': 0.2798, 'secondDown': 0.264, 'thirdDown': 0.447, 'standardDowns': 0.252, 'passingDowns': 0.41}",
2013,501816,James Franklin,QB,Missouri,SEC,"{'overall': 0.301, 'pass': 0.6838, 'rush': 0, 'firstDown': 0.2795, 'secondDown': 0.319, 'thirdDown': 0.351, 'standardDowns': 0.275, 'passingDowns': 0.358}",
2013,504292,Connor Shaw,QB,South Carolina,SEC,"{'overall': 0.3008, 'pass': 0.7273, 'rush': 0, 'firstDown': 0.2601, 'secondDown': 0.36, 'thirdDown': 0.361, 'standardDowns': 0.242, 'passingDowns': 0.45}",
2013,481287,Casey Pachall,QB,TCU,Big 12,"{'overall': 0.2964, 'pass': 0.5693, 'rush': 0, 'firstDown': 0.2845, 'secondDown': 0.286, 'thirdDown': 0.363, 'standardDowns': 0.272, 'passingDowns': 0.35}",
2013,550876,Jaquez Johnson,QB,Florida Atlantic,Conference USA,"{'overall': 0.2962, 'pass': 0.7029, 'rush': 0, 'firstDown': 0.2764, 'secondDown': 0.301, 'thirdDown': 0.36, 'standardDowns': 0.255, 'passingDowns': 0.375}",
2013,550373,Baker Mayfield,QB,Texas Tech,Big 12,"{'overall': 0.294, 'pass': 0.4618, 'rush': 0, 'firstDown': 0.2609, 'secondDown': 0.332, 'thirdDown': 0.347, 'standardDowns': 0.261, 'passingDowns': 0.366}",
2013,503922,Terrance Broadway,QB,Louisiana,Sun Belt,"{'overall': 0.2935, 'pass': 0.8013, 'rush': 0, 'firstDown': 0.2351, 'secondDown': 0.307, 'thirdDown': 0.438, 'standardDowns': 0.228, 'passingDowns': 0.463}",
2013,481725,Clint Chelf,QB,Oklahoma State,Big 12,"{'overall': 0.2932, 'pass': 0.5908, 'rush': 0, 'firstDown': 0.2302, 'secondDown': 0.336, 'thirdDown': 0.386, 'standardDowns': 0.246, 'passingDowns': 0.403}",
2013,537066,A.J. Doyle,TE,UMass,FBS Independents,"{'overall': 0.2917, 'pass': 0.6809, 'rush': 0, 'firstDown': 0.2194, 'secondDown': 0.277, 'thirdDown': 0.447, 'standardDowns': 0.242, 'passingDowns': 0.392}",
2013,504525,Tyler Benz,QB,Eastern Michigan,Mid-American,"{'overall': 0.289, 'pass': 0.6476, 'rush': 0, 'firstDown': 0.1942, 'secondDown': 0.349, 'thirdDown': 0.42, 'standardDowns': 0.236, 'passingDowns': 0.409}",
2013,550278,Sefo Liufau,QB,Colorado,Pac-12,"{'overall': 0.2854, 'pass': 0.5876, 'rush': 0, 'firstDown': 0.258, 'secondDown': 0.253, 'thirdDown': 0.417, 'standardDowns': 0.243, 'passingDowns': 0.381}",
2013,512030,Dak Prescott,QB,Mississippi State,SEC,"{'overall': 0.2789, 'pass': 0.6107, 'rush': 0, 'firstDown': 0.258, 'secondDown': 0.285, 'thirdDown': 0.335, 'standardDowns': 0.251, 'passingDowns': 0.34}",
2013,499807,Nick Montana,QB,Tulane,American Athletic,"{'overall': 0.2763, 'pass': 0.5845, 'rush': 0, 'firstDown': 0.217, 'secondDown': 0.284, 'thirdDown': 0.404, 'standardDowns': 0.216, 'passingDowns': 0.393}",
2013,514440,Terrel Hunt,QB,Syracuse,ACC,"{'overall': 0.2699, 'pass': 0.6285, 'rush': 0, 'firstDown': 0.2132, 'secondDown': 0.282, 'thirdDown': 0.393, 'standardDowns': 0.21, 'passingDowns': 0.389}",
2013,531051,Travis Wilson,QB,Utah,Pac-12,"{'overall': 0.2647, 'pass': 0.5886, 'rush': 0, 'firstDown': 0.2338, 'secondDown': 0.263, 'thirdDown': 0.371, 'standardDowns': 0.198, 'passingDowns': 0.383}",
2013,501098,Clint Trickett,QB,West Virginia,Big 12,"{'overall': 0.2624, 'pass': 0.4966, 'rush': 0, 'firstDown': 0.2184, 'secondDown': 0.263, 'thirdDown': 0.387, 'standardDowns': 0.224, 'passingDowns': 0.331}",
2013,483985,Austin Boucher,QB,Miami (OH),Mid-American,"{'overall': 0.2544, 'pass': 0.6259, 'rush': 0, 'firstDown': 0.2421, 'secondDown': 0.217, 'thirdDown': 0.324, 'standardDowns': 0.218, 'passingDowns': 0.327}",
2013,501565,Pete Thomas,QB,NC State,ACC,"{'overall': 0.2511, 'pass': 0.5483, 'rush': 0, 'firstDown': 0.1957, 'secondDown': 0.253, 'thirdDown': 0.385, 'standardDowns': 0.199, 'passingDowns': 0.359}",
2013,512838,Braxton Miller,QB,Ohio State,Big Ten,"{'overall': 0.2506, 'pass': 0.69, 'rush': 0, 'firstDown': 0.2414, 'secondDown': 0.232, 'thirdDown': 0.347, 'standardDowns': 0.223, 'passingDowns': 0.335}",
2013,517127,Trevone Boykin,QB,TCU,Big 12,"{'overall': 0.2487, 'pass': 0.4777, 'rush': 0, 'firstDown': 0.2522, 'secondDown': 0.23, 'thirdDown': 0.274, 'standardDowns': 0.23, 'passingDowns': 0.289}",
2013,549804,Mike White,QB,South Florida,American Athletic,"{'overall': 0.2438, 'pass': 0.4813, 'rush': 0, 'firstDown': 0.1832, 'secondDown': 0.25, 'thirdDown': 0.366, 'standardDowns': 0.195, 'passingDowns': 0.313}",
2013,511969,Sam B. Richardson,QB,Iowa State,Big 12,"{'overall': 0.2388, 'pass': 0.5101, 'rush': 0, 'firstDown': 0.2045, 'secondDown': 0.222, 'thirdDown': 0.358, 'standardDowns': 0.204, 'passingDowns': 0.305}",
2013,501882,Blake Bell,TE,Oklahoma,Big 12,"{'overall': 0.2381, 'pass': 0.6, 'rush': 0, 'firstDown': 0.2134, 'secondDown': 0.209, 'thirdDown': 0.37, 'standardDowns': 0.195, 'passingDowns': 0.333}",
2013,517427,Maxwell Smith,QB,Kentucky,SEC,"{'overall': 0.2348, 'pass': 0.5152, 'rush': 0, 'firstDown': 0.207, 'secondDown': 0.225, 'thirdDown': 0.329, 'standardDowns': 0.193, 'passingDowns': 0.322}",
2013,503970,Tyler Murphy,QB,Florida,SEC,"{'overall': 0.2336, 'pass': 0.5872, 'rush': 0, 'firstDown': 0.1571, 'secondDown': 0.268, 'thirdDown': 0.351, 'standardDowns': 0.172, 'passingDowns': 0.359}",
2013,480234,Bryn Renner,QB,North Carolina,ACC,"{'overall': 0.2309, 'pass': 0.4813, 'rush': 0, 'firstDown': 0.226, 'secondDown': 0.204, 'thirdDown': 0.318, 'standardDowns': 0.216, 'passingDowns': 0.262}",
2013,512424,Justin Worley,QB,Tennessee,SEC,"{'overall': 0.228, 'pass': 0.5317, 'rush': 0, 'firstDown': 0.1681, 'secondDown': 0.222, 'thirdDown': 0.397, 'standardDowns': 0.181, 'passingDowns': 0.329}",
2013,504908,Grant Hedrick,QB,Boise State,Mountain West,"{'overall': 0.2264, 'pass': 0.4977, 'rush': 0, 'firstDown': 0.1953, 'secondDown': 0.22, 'thirdDown': 0.331, 'standardDowns': 0.191, 'passingDowns': 0.314}",
